item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E11LA1M07,11,E11LA1,"M -  Here are three words. (Point to each.) We forgot to wear our sunscreen outside. (Point to sentence.) What word should go in the blank: its, our, or his?",NA,We forgot to wear ____ sunscreen outside. What word should go in the blank?,NA,its,our,his,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA1M08,11,E11LA1,"M -  Here are three words. (Point to each.) She writes many letters to her friends. (Point to sentence.) What word should go in the blank: letter, letterly, or letters?",NA,She writes many ____ to her friends. What word should go in the blank?,NA,letter,letterly,letters,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA1MSAMPLE,11,E11LA1,"M -  Here are three words. (Point to each.) Yesterday my friends and I went  _____. (Point to sentence.) What word should go in the blank: hiking, hiker, or hiked?",NA,Yesterday my friends and I went  _____. What word should go in the blank?,NA,hiking,hiker,hiked,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2H09,11,E11LA2,H - Here are three spellings of the word apartment. (Point to each.) Which word is spelled correctly?,Here are three spellings of the word apartment. [highlight answer choices] Which word is spelled correctly?,Which word is spelled correctly?,NA,aertmet,apartment,oparmen,b,Made the distractors less like the correct answer.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G11_E11LA2H09_intro.mp3,ELA_G11_E11LA2H09_stem.mp3,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.6954
E11LA2H10,11,E11LA2,H - Here are three spellings of the word butterfly.(Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,boterfl,butterflai,butterfly,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.32,NA,NA,NA
E11LA2H11,11,E11LA2,H - Here are three spellings of the word education. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,education,edcashion,edducatin,a,Made the distractors less like the correct answer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA
E11LA2H12,11,E11LA2,H - Here are three spellings of the word godfather. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,godfider,godfather,goodfam,b,Made the distractors less like the correct answer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2HSAMPLE,11,E11LA2,H - Here are three spellings of the word something. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,sometng,something,samthong,b,Changed the distractors slightly.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2L01,11,E11LA2,L - Here are three pictures with words. (Point to each.) Which word is country?,NA,NA,NA,candy,country,carrots,b,No Changes.,NA,Chocolate1.ai,America.ai,Carrot3.ai,Food/Maps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2L02,11,E11LA2,L - Here are three pictures with words. (Point to each.) Which word is brother?,NA,NA,NA,brother,mother,bowling,a,No Changes.,NA,Boy4.ai,Girl27.ai,Bowling1.ai,People/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2L03,11,E11LA2,L - Here are three pictures with words. (Point to each.) Which word is eyebrow?,NA,NA,NA,glasses,eyebolt,eyebrow,c,No Changes.,NA,Glasses1.ai,Eye_Screw.ai,Eye_Eyebrow.ai,Clothing/Tools/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2L04,11,E11LA2,L - Here are three pictures with words. (Point to each.) Which word is chicken?,NA,NA,NA,chicken,children,kitchen,a,No Changes.,NA,Rooster.ai,Jumping_Rope.ai,Stove1.ai,Animals/People/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,-2.01,-2.01,-2.01,NA
E11LA2M05,11,E11LA2,M - Here are three spellings of the word cornmeal. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,cornmill,cornmeal,kornmil,b,Do not use item.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2M06,11,E11LA2,M - Here are three spellings of the word complete.(Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,complut,cumplat,complete,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2M07,11,E11LA2,M - Here are three spellings of the word remember. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,remenbad,remember,remambr,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E11LA2M08,11,E11LA2,M - Here are three spellings of the word thousand. (Point to each.) Which word is spelled correctly?,NA,Which word is spelled correctly?,NA,thousand,touseand,thusende,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4H09,11,E11LA4,"H -  Here are three words. (Point to each.) We finally reached the end of the book. The conclusion to the story answered all of the questions we had when the story began. What is another word for conclusion: boring, fantastic, or ending?",NA,"We finally reached the end of the book. The conclusion to the story answered all of the questions we had when the story began. 
What is another word for conclusion?",NA,boring,fantastic,ending,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4H10,11,E11LA4,"H -  Here are three words. (Point to each.) Sometimes I like to eat pizza. I can't eat it all the time. What does the word sometimes mean: at times, always will, or never can?",NA,"Sometimes I like to eat pizza. I can't eat it all the time. 
What does the word sometimes mean?",NA,at times,always will,never can,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4H11,11,E11LA4,"H -  Here are three words. (Point to each.) Greta said that the flowers were beautiful. She loved to look at them. What is another word for beautiful: ugly, smelly, or pretty?",NA,"Greta said that the flowers were beautiful. She loved to look at them. 
What is another word for beautiful?",NA,ugly,smelly,pretty,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.73,NA,NA,NA
E11LA4H12,11,E11LA4,"H -  Here are three words. (Point to each.) Isaiah was nervous about his first day at a new school. It is difficult when you don't know anyone else. What is another word for difficult: brave, hard, or silly?",NA,"Isaiah was nervous about his first day at a new school. It is difficult when you don't know anyone else. 
What is another word for difficult?",NA,brave,hard,silly,b,Shortened the second sentence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.96,0.96,NA,NA
E11LA4L01,11,E11LA4,"L -  Here are three pictures with words. (Point to each.) We have to throw our garbage away. What is another word for  garbage: shoe, apple, or trash?",NA,We have to throw our garbage away. What is another word for garbage?,NA,shoe,apple,trash,c,Corrected the spelling of the word for.,NA,Shoe1.ai,Apple1.ai,Trash4.ai,Clothing/Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4L02,11,E11LA4,"L -  Here are three pictures with words. (Point to each.) The tree was crooked and touched the ground. What is another word for crooked: dirty, bent, long?",NA,The tree was crooked and touched the ground. What is another word for crooked?,NA,dirty,bent,long,b,No Changes.,NA,Shirt7.ai,Tree_Bent.ai,Straw.ai,Clothing/Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4L03,11,E11LA4,"L -  Here are three pictures with words. (Point to each.) You have to combine ingredients to make a cake. What is another word for combine: mix, drop, or stop?",NA,You have to combine ingredients to make a cake. What is another word for combine?,NA,mix,drop,stop,a,No Changes.,NA,Cereal1.ai,Ball_Stars2.ai,Stop_Sign1.ai,Food/Misc./Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4L04,11,E11LA4,"L -  Here are three pictures with words. (Point to each.) She was very unhappy when her bike broke. What is another word for unhappy: glad, jump, or sad?",NA,She was very unhappy when her bike broke. What is another word for unhappy?,NA,glad,jump,sad,c,"Changed the word he to she, and changed the jump graphic to a girl jumping. Shortened sentence to 8 words.",NA,Girl27.ai,Girl_Jumping.ai,Girl_Sad1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.13,NA,NA,NA
E11LA4M05,11,E11LA4,"M -  Here are three words. (Point to each.) That business makes money by selling cars to people. What is another word for business: garden, school, or company?",NA,That business makes money by selling cars to people. What is another word for business?,NA,garden,school,company,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4M06,11,E11LA4,"M -  Here are three words. (Point to each.) She ran down the long school corridor to her class. What is another word for corridor: room, hall, or door?",NA,She ran down the long school corridor to her class. What is another word for corridor?,NA,room,hall,door,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA4M07,11,E11LA4,"M -  Here are three words. (Point to each.) When I complete my turn, I will be done. What is another word for complete: finish, throw, or make?",NA,"When I complete my turn, I will be done. What is another word for complete?",NA,finish,throw,make,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.14,NA,NA,NA
E11LA4M08,11,E11LA4,"M -  Here are three words. (Point to each.) I need to purchase a new coat for winter. What is another word for purchase: buy, relate, or destroy?",NA,I need to purchase a new coat for winter. What is another word for purchase?,NA,buy,relate,destroy,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.27,NA,NA,NA
E11LA4MSAMPLE,11,E11LA4,"M -  Here are three words. (Point to each.) The person on stage was talking to the crowd. What is another word for talking: tinkering, working, or speaking?",NA,The person on stage was talking to the crowd.                                                       What is another word for talking?,NA,tinkering,working,speaking,c,Do not use item. Talking is only 7 letters.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5H09,11,E11LA5,"H -  Here are three phrases. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) A green thumb means that he is _____ at growing things: good, bad, or sorry?",NA,"Angel loves to garden. He grows vegetables and flowers. He spends hours every day working in the garden. His friends say he has a green thumb.       
This year he entered his pumpkins in the county fair. He won a blue ribbon for the biggest pumpkin. He was very happy about winning.
A green thumb means that he is _____ at growing things?",NA,good,bad,sorry,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.34,NA,NA,NA
E11LA5H10,11,E11LA5,"H -  Here are three words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does clean as a whistle mean: dirty, loud, or neat?",NA,"In Felix's house everybody has a job. They all take turns doing the different chores. Some chores he likes to do. Others aren't as much fun.
On Thursdays Felix gets to clean the kitchen. He really likes to clean things. Cleaning makes him happy. When it's his turn to clean the kitchen he always leaves it clean as a whistle.  
What does clean as a whistle mean?",NA,dirty,loud,neat,c,Changed tidy to neat.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5H11,11,E11LA5,"H -  Here are three words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does elbow grease mean: no work, working hard, or easy street?",NA,"Mohammed is a very hard worker. When he gets his work done, he earns money for his savings account. Mohammed is saving his money to buy a new computer.
Mohammed likes to get his jobs done right. Because of that, his friends always want him on their work crew. They know if they need some elbow grease, Mohammed is the guy to have help out.
What does elbow grease mean?",NA,no work,working hard,easy street,b,Changed hard work to working hard. Changed the distractors to make them two words.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5H12,11,E11LA5,"H -  Here are three phrases. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does bored to tears mean: very excited, really crying, or very bored?",NA,"It was a rainy Saturday. Mia was at home. She wanted to have friends over, but everyone was busy. She couldn't think of anything at all to do. She was bored to tears.
Her mom suggested that they go see a movie at the dollar theater. Now Mia was very excited. She loved going to the movies and getting popcorn.
What does bored to tears mean?",NA,very excited,really crying,very bored,c,"Changed answer from ""nothing to do"" to very bored.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5L01,11,E11LA5,"L -  Here are three pictures with words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What is another word for locomotive: train, truck, or bike?",NA,"Troy has one thing that he is most interested in. He loves locomotives. He looks at pictures of them all the time. He even rode one to San Francisco. 
What is another word for locomotive?",NA,train,truck,bike,a,No Changes.,NA,Train3.ai,Truck1.ai,Bicycle1.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5L02,11,E11LA5,"L -  Here are three pictures with words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) An aviary is a place for ______: cats, birds, or dogs?",NA,"Julliette and her family took a family trip. They went to Seattle and to an aviary. They walked around it and saw parrots, hummingbirds, macaws, and canaries. The family stayed for hours.                        
An aviary is a place for ______?",NA,cats,birds,dogs,b,No Changes.,NA,Cat21.ai,Bird10.ai,Dog21.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5L03,11,E11LA5,"L -  Here are three pictures with words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does the word romp mean: sit, sleep, or play?",NA,"The kittens are very cute. They like to run around the house. Sometimes they knock things over. It's fun to watch them romp around.
What does the word romp mean?",NA,sit,sleep,play,c,No Changes.,NA,Kitten7.ai,Kitten8.ai,Cat3.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5L04,11,E11LA5,"L -  Here are three pictures with words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What word are these sentences about: toast, eggs, or apples?",NA,"There are many ways to cook these. Some people like them scrambled or sunny-side up. Others like them boiled or poached. I like them in an omlete. 
What word are these sentences about?",NA,toast,eggs,apples,b,No Changes.,NA,Toaster.ai,Egg_Cracked.ai,Apple17.ai,Household Objects/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.09,NA,NA,NA
E11LA5M05,11,E11LA5,"M -  Here are three words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does the word tardy mean:  early, late, or on time?",NA,"Spencer knew he was going to be in trouble. He had heard the bell ring but didn't go to class right away. He knew Mr. Nelson would mark him tardy. Spencer was waiting for his best friend so they could go to class together. This would be the third time they had been tardy to class.
What does the word tardy mean?",NA,early,late,on time,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.84,NA,NA,NA
E11LA5M06,11,E11LA5,"M -  Here are three phrases. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does the icing on the cake mean: really bad, just ok, or really good?",NA,"It was Kiki's best birthday ever. She got to go horseback riding. Then they had pizza and ice cream. Kiki loved to have sleep overs with friends. So having her best friend sleep over was the icing on the cake.  
What does the icing on the cake mean?",NA,really bad,just ok,really good,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5M07,11,E11LA5,"M -  Here are three phrases. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does run like the wind mean: run fast, run slow, or won't run?",NA,"Bosco is a border collie. He is a very fast runner. He loves to chase the Frisbee. He can run like the wind to catch it. Bosco catches the Frisbee every time.
What does run like the wind mean?",NA,run fast,run slow,won't run,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5M08,11,E11LA5,"M -  Here are three words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What does wailed away mean: laughed, cried, or smiled?",NA,"Trevor is Mikey's little brother. Teagan is only three. When Trevor fell down on the playground he wailed away. Mikey was worried. He walked over to make sure Trevor was ok.
What does wailed away mean?",NA,laughed,cried,smiled,b,Changed Teagon to Trevor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11LA5MSAMPLE,11,E11LA5,"M -  Here are three words. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) What do the words heart was broken mean: sad, glad, or happy?",NA,"Carrie knew that the day would come. The family dog, Bella, was old. In fact, Bella was older than Carrie. During the last week of her life, Bella had stopped eating and couldn't walk anymore. When she died Carrie's heart was broken.                        
What do the words heart was broken mean?",NA,sad,glad,happy,a,"Changed ""passed on"" to died.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E11RI1H09,11,E11RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What is a type of writing that offers more freedom? (Do not read answer choices.),NA,"People who write poems like the freedom poetry offers. When writing poems, poets can spell words in new ways. Some poems rhyme.                                                                                                               
Many poets feel more free writing poems than writing other ways. Other types of writing can be fun, too. But poems allow more freedom.                                                                                              
What is a type of writing that offers more freedom?",NA,poem,essay,rhyme,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E11RI1H10,11,E11RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What does it feel like for some people in movie theaters? (Do not read answer choices.),NA,"Some people complain about chilly movie theaters. Theaters keep it cool on purpose. That way people won't sweat during the movies.                                                                             
Maybe people should bring jackets to the movies. Otherwise people will be too cold. Or perhaps movie theaters could start selling more hot drinks to keep people warm when they get chilly.                                                                                              
What does it feel like for some people in movie theaters?",NA,sweaty,chilly,rainy,b,"Changed distractor word ""hot"" to rainy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.57,NA,NA
E11RI1H11,11,E11RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What kind of job is raising money for charity? (Do not read answer choices.),Here are three words and sentences for you to read. [highlight sentences and answer choices] What kind of job is raising money for charity? [No audio for answer choices],"People who raise money for charity have an important, but tough job. Many people are generous. But some are not interested.                                                         
Raising money for charity takes a person willing to work hard. A worthy charity is glad for the people who help them. It can feel good to do a tough job like raising money.                                                           
What kind of job is raising money for charity ?",NA,easy,bad,tough,c,Changed the last two sentences so they are not so similar. Changed useless distractor word to bad.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G11_E11RI1H11_intro.mp3,ELA_G11_E11RI1H11_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.66,0.66,0.66,0.66
E11RI1H12,11,E11RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What was important early in Oregon's history? (Do not read answer choices.),NA,"Trade was important early in Oregon's history. There was a large trading network near the Columbia River. The Dalles was one of the most important sites.                                                       
People from across North America brought their goods there. Some traveled thousands of miles. The trade network was the first contact between some American Indians and white settlers.                                                                                              
What was important early in Oregon's history?",NA,contact,travel,trade,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E11RI1L01,11,E11RI1,"L - Here are three pictures with words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences.) What did pioneers drive west toward Oregon: cars, planes, or cattle?",NA,Pioneers drove cattle west toward Oregon. The people were protected by covered wagons. Engines had not been invented yet. Cows and oxen were tied to the wagons.                                                                           What did pioneers drive west toward Oregon?,NA,cars,planes,cattle,c,No Changes.,NA,Car2.ai,Plane1.ai,Cow1.ai,Transportation/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E11RI1L02,11,E11RI1,"L - Here are three pictures with words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences.) What did Emily face when she wrote: window, chair, or tree?","Here are three pictures with words. I will read sentences to you. Follow along. [highlight answer choices and story] What did Emily face when she wrote: window, chair, or tree?","Emily enjoyed writing. She'd sit in front of her desk. She faced the window. Then, she looked outside while she wrote.                                                                                            
What did Emily face when she wrote?",NA,window,chair,tree,a,No Changes.,NA,Window_Curtains1.ai,Chair2.ai,Tree25.ai,Houshold Objects/Plants_Outdoors,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G11_E11RI1L02_intro.mp4,ELA_G11_E11RI1L02_stem.mp4,ELA_G11_E11RI1L02_a.mp4,ELA_G11_E11RI1L02_b.mp4,ELA_G11_E11RI1L02_c.mp4,FT,NA,NA,OI,NA,1,NA,NA,0.7157
