item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E04LA3L03,4,E04LA3a,L - Here are three pictures with words. (Point to each.) My lunch came with milk. Which word is milk?,NA,My lunch came with _____.,NA,can,plate,milk,c,No changes.,NA,Soda_Can1.ai,Plate1.ai,Milk2.ai,Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.664615776,NA,NA,NA
E04LA3M05,4,E04LA3a,M - Here are three words. (Point to each.) The water in the lake is cold. Which word is water? (Do not read answer choices.),Here are three words. [highlight answer choices] The water in the lake is cold. Which word is water? [No audio for answer choices],The ____ in the lake is cold.,NA,water,watee,wter,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04LA3M05_intro.mp3,ELA_G4_E04LA3M05_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.736384224,0.74,0.74,0.74
E04LA4L03,4,E04LA4,"L - Here are three pictures with words. (Point to each.) Carry your food in the sack. What is another word for sack: bag, shoe, or cup?",NA,Carry your food in the sack. [prgrph] What is another word for sack?,NA,bag,shoe,cup,a,No changes.,NA,Bag.ai,Shoe.ai,Cup1.ai,Household Objects/Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.109784224,NA,NA,NA
E04LA4M05,4,E04LA4,"M - Here are three words. (Point to each.) I don't like it when you yell. What is another word for yell: shout, whisper, or shine?","Here are three words. [highlight answer choices] I don't like it when you yell. What is another word for yell: shout, whisper, or shine?",I don't like it when you yell. [prgrph] What is another word for yell?,NA,shout,whisper,shine,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04LA4M05_intro.mp3,ELA_G4_E04LA4M05_stem.mp3,ELA_G4_E04LA4M05_a.mp3,ELA_G4_E04LA4M05_b.mp3,ELA_G4_E04LA4M05_c.mp3,FT,OI,OI,OI,NA,1.122184224,1.12,1.12,1.12
E04RF3H09,4,E04RF3,H - Here are three words. (Point to each.) Sally is in the kitchen. Which word is kitchen? (Do not read answer choices.),NA,NA,NA,kittens,kitchen,windows,b,Changed kite to kittens and window to windows.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.412084224,NA,NA,NA
E04RF3H10,4,E04RF3,H - Here are three words. (Point to each.) Smile for the picture. Which word is picture? (Do not read answer choices.),Here are three words. [highlight answer choices] Smile for the picture. Which word is picture? [No audio for answer choices],NA,NA,picture,lighter,princes,a,Changed distractors to lighter and princes to match letter count.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RF3H10_intro.mp3,ELA_G4_E04RF3H10_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.614184224,0.61,0.61,0.61
E04RF3H12,4,E04RF3,H - Here are three words. (Point to each.) Letters go in the mailbox. Which word is mailbox? (Do not read answer choices.),NA,NA,NA,fence,mailbox,mattress,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.157615776,NA,NA,NA
E04RF3L01,4,E04RF3,L - Here are three pictures with words. (Point to each.) Sam has a book. Which word is book? (Do not read answer choices.),Here are three pictures with words. [highlight answer choices] Sam has a book. Which word is book? [No audio for answer choices],NA,NA,cart,book,belt,b,No changes.,NA,Shopping_Cart.ai,Book2.ai,Belt1.ai,Misc./Classroom/Clothing,NA,graphic + word,graphic + word,graphic + word,ELA_G4_E04RF3L01_intro.mp3,ELA_G4_E04RF3L01_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,-2.506115776,-2.51,-2.51,-2.51
E04RF3L02,4,E04RF3,L - Here are three pictures with words. (Point to each.) Jill is eating an apple. Which word is apple? (Do not read answer choices.),Here are three pictures with words. [highlight answer choices] Jill is eating an apple. Which word is apple? [No audio for answer choices],NA,NA,anchor,fish,apple,c,No changes.,NA,Anchor.ai,Fish2.ai,Apple3.ai,Misc./Animals/Food,NA,graphic + word,graphic + word,graphic + word,ELA_G4_E04RF3L02_intro.mp3,ELA_G4_E04RF3L02_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,-2.513515776,-2.51,-2.51,-2.51
E04RF3M05,4,E04RF3,M - Here are three words. (Point to each.) April is a month. Which word is month? (Do not read answer choices.),NA,NA,NA,month,matter,fruit,a,"Deleted ""a"" in question. Changed distractors to matter and fruit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.194484224,NA,NA,NA
E04RF3M06,4,E04RF3,M - Here are three words. (Point to each.) Bob cooks on the stove. Which word is stove? (Do not read answer choices.),NA,NA,NA,broom,stove,shoe,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.132584224,NA,NA,NA
E04RF4H09,4,E04RF4,H - Here are three words. (Point to each.) Sally is carrying a bag. The bag is brown. Which word is brown? (Do not read answer choices.),NA,NA,NA,bingo,black,brown,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.040915776,NA,NA,NA
E04RF4H10,4,E04RF4,H - Here are three words. (Point to each.) The hamper is full of clothes. The clothes are dirty. Which word is full? (Do not read answer choices.),NA,NA,NA,full,friend,find,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.323884224,NA,NA,NA
E04RF4H11,4,E04RF4,H - Here are three words. (Point to each.) The man is wearing a badge. He is a police officer. Which word is badge? (Do not read answer choices.),NA,NA,NA,could,brain,badge,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.041415776,NA,NA,NA
E04RF4H12,4,E04RF4,H - Here are three words. (Point to each.) The clothes are hanging in the closet. There are pants and shirts. Which word is closet? (Do not read answer choices.),NA,NA,NA,closet,clown,bright,a,Added a question mark to question.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.484084224,NA,NA,NA
E04RF4L01,4,E04RF4,L - Here are three pictures with words. (Point to each.) I like to hear birds sing. Which word is birds? (Do not read answer choices.),NA,NA,NA,birds,girls,music,a,No changes.,NA,Birds22.ai,Girls28.ai,Music_Notes.ai,Animals/People/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.811915776,NA,NA,NA
E04RF4M05,4,E04RF4,M - Here are three words. (Point to each.) I like to run to stay fit. Which word is stay?,NA,NA,NA,store,stay,park,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.362784224,NA,NA,NA
E04RF4M06,4,E04RF4,M - Here are three words. (Point to each.) The light in the room was left on. Which word is light? (Do not read answer choices.),Here are three words. [highlight answer choices] The light in the room was left on. Which word is light?,NA,NA,nice,large,light,c,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RF4M06_intro.mp3,ELA_G4_E04RF4M06_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.450084224,0.45,0.45,0.45
E04RF4M07,4,E04RF4,M - Here are three words. (Point to each.) The hungry dog ate all the food. Which word is food? (Point to answer choices.),NA,NA,NA,food,good,free,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.677515776,NA,NA,NA
E04RF4MSAMPLE,4,E04RF4,M - Here are three words. (Point to each.) I like to look out the window. Which word is look?,NA,NA,NA,book,flak,look,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.214015776,NA,NA,NA
E04RI1H09,4,E04RI1,H - Here are three words and two sentences for you to read. (Point to each and have student read sentences.) How many states are in America? (Do not read answer choices.),"Here are three words and two sentences for you to read. [highlight words first, then sentences] How many states are in America? [No audio for answer choices]",There are 50 states in America. Oregon was the 33rd state. [prgrph] How many states are in America?,NA,33,50,100,b,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI1H09_intro.mp3,ELA_G4_E04RI1H09_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,2.640384224,2.64,2.64,2.64
E04RI1L03,4,E04RI1,"L - Here are three pictures with words. (Point to each.) The teacher wears a neck tie. Who wears a neck tie: puppy, teacher, or student?",NA,The teacher wears a neck tie.  [prgrph] Who wears a neck tie?,NA,puppy,teacher,student,b,No changes.,NA,Dog20.ai,Tie1.ai,Hat1.ai,Animals/Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.578015776,NA,NA,NA
E04RI1L04,4,E04RI1,"L - Here are three pictures with words. (Point to each.) Rana likes to play the piano. What does Rana like to play: book, game, or piano?","Here are three pictures with words. [highlight answer choices] Rana likes to play the piano. What does Rana like to play: book, game, or piano?",Rana likes to play the piano. [prgrph] What does Rana like to play?,NA,book,game,piano,c,No changes.,NA,Book1.ai,Gaming_Console.ai,Piano.ai,Classroom/Household Objects/Misc.,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G4_E04RI1L04_intro.mp3,ELA_G4_E04RI1L04_stem.mp3,ELA_G4_E04RI1L04_a.mp3,ELA_G4_E04RI1L04_b.mp3,ELA_G4_E04RI1L04_c.mp3,FT,OI,OI,OI,NA,-1.006115776,-1.01,-1.01,-1.01
E04RI1M05,4,E04RI1,"M - Here are three words. (Point to each.) Corey wears sunglasses to block the sun. What do Corey's sunglasses block: sun, moon, or words?",NA,Corey wears sunglasses to block the sun. [prgrph] What do Corey's sunglasses block?,NA,sun,moon,words,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.315515776,NA,NA,NA
E04RI1M08,4,E04RI1,"M - Here are three words. (Point to each.) Sometimes people work to earn money.                                                                          What do people earn: money, milk, or cars?",NA,Sometimes people work to earn money.  [prgrph] What do people earn?,NA,money,milk,cars,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.317884224,NA,NA,NA
E04RI2L01,4,E04RI2,"L - Here are three pictures with words. (Point to each.) A tree has leaves and roots. What is this sentence about: plant, tree, or flower?",NA,A tree has leaves and roots. [prgrph] What is this sentence about?,NA,plant,tree,flower,b,No changes.,NA,Tomato_Plant1.ai,Tree25.ai,Flower4.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.618684224,NA,NA,NA
E04RI2L02,4,E04RI2,"L - Here are three pictures with words. (Point to each.) Elephants are a very large mammal. What is the sentence about: elephant, lion, or bear?",NA,Elephants are a very large mammal. [prgrph] What is the sentence about?,NA,elephant,lion,bear,a,No changes.,NA,Elephant1.ai,Lion1.ai,Bear1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.193415776,NA,NA,NA
E04RI2M07,4,E04RI2,"M - Here are three words. (Point to each.) Cats are one of the most popular pets in the world. What is this sentence about: cats, dogs, or world?","Here are three words. [highlight answer choices] Cats are one of the most popular pets in the world. What is this sentence about: cats, dogs, or world?",Cats are one of the most popular pets in the world. [prgrph] What is this sentence about?,NA,cats,dogs,world,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI2M07_intro.mp3,ELA_G4_E04RI2M07_stem.mp3,ELA_G4_E04RI2M07_a.mp3,ELA_G4_E04RI2M07_b.mp3,ELA_G4_E04RI2M07_c.mp3,FT,OI,OI,OI,NA,-0.019615776,-0.02,-0.02,-0.02
E04RI2M08,4,E04RI2,"M - Here are three words. (Point to each.) Fish are  animals that live in the water. What is this sentence about: bull, fish, or water?",NA,Fish are animals that live in the water.  [prgrph] What is this sentence about?,NA,bull,fish,water,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.714284224,NA,NA,NA
E04RI3H10,4,E04RI3,"H - Here are three words. (Point to each.) There are several steps to make a pie. First is to make the crust.                                      What do you make first: flour, butter, or crust?",NA,There are several steps to make a pie. First is to make the crust. [prgrph] What do you make first?,NA,flour,butter,crust,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.060515776,NA,NA,NA
E04RI3L01,4,E04RI3,"L - Here are three pictures with words. (Point to each.) Dogs are a popular pet.             What are popular pets: dogs, cats, or fish?",NA,Dogs are a popular pet.  [prgrph] What are popular pets?,NA,dogs,cats,fish,a,No changes.,NA,Dog1.ai,Cat1.ai,Fish2.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.117415776,NA,NA,NA
E04RI3M05,4,E04RI3,"M - Here are three words. (Point to each.) When the ocean is stormy, waves can grow very big. What grows big in a storm: boats, beach, or waves?",NA,"When the ocean is stormy, waves can grow very big. [prgrph] What grows big in a storm?",NA,boats,beach,waves,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.311184224,NA,NA,NA
E04RI4H09,4,E04RI4,"H - Here are three words. (Point to each.) I went to school. I played at recess. What is another word for I: it, no, or me?",NA,I went to school. I played at recess. [prgrph] What is another word for I?,NA,it,no,me,c,Added a second sentence: I played at recess.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.359384224,1.36,NA,NA
E04RI4L01,4,E04RI4,"L - Here are three pictures with words. (Point to each.) What we eat is _____: food, face, or fast.",NA,What we eat is _____.,NA,food,face,fast,a,No changes.,NA,Vegetables.ai,Girl_Smiling4.ai,Boy_Running1.ai,Food/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.731415776,NA,NA,NA
E04RI4M06,4,E04RI4,"M - Here are three words. (Point to each.) Animals that fly and have feathers are _____: sheep, mice, or birds.",NA,Animals that fly and have feathers are ___.,NA,sheep,mice,birds,c,Added words to sentence to make longer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.505615776,NA,NA,NA
E04RI5H09,4,E04RI5,"H - Here are three words. (Point to each.) Antonio likes wearing hats.  He has 14 hats. What does Antonio like: hats, Antonio, or head?",NA,Antonio likes wearing hats. He has 14 hats. [prgrph] What does Antonio like?,NA,hats,Antonio,head,a,Correctly spelled Antonio.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.192184224,NA,NA,NA
E04RI5H10,4,E04RI5,"H - Here are three words. (Point to each.) Water is good for you.  It's important to drink lots of water. What is good to drink: milk, water, or wood?",NA,Water is good for you. It's important to drink lots of water. [prgrph] What is good to drink?,NA,milk,water,wood,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.048784224,NA,NA,NA
E04RI5L01,4,E04RI5,"L - Here are three pictures with words. (Point to each.) A key can unlock a door. What can unlock a door: door, key, or knob?",NA,A key can unlock a door. [prgrph] What can unlock a door?,NA,door,key,knob,b,No changes.,NA,Door1.ai,Key1.ai,Door_Knob.ai,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.150384224,NA,NA,NA
E04RI5M07,4,E04RI5,"M - Here are three words. (Point to each.) There are four horses in the barn. What is in the barn: hay, rabbits, or horses?",NA,There are four horses in the barn. [prgrph] What is in the barn?,NA,hay,rabbits,horses,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.729115776,NA,NA,NA
E04RI6H09,4,E04RI6,"H - Here are three names. (Point to each.) Ross is a painter. He paints pictures of birds. Who is a painter: Rick, Ross, or Randy?",NA,Ross is a painter. He paints pictures of birds. [prgrph] Who is a painter?,NA,Rick,Ross,Randy,b,"Changed ""draws"" to ""paints"" in second sentence.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.569784224,NA,NA,NA
E04RI6H11,4,E04RI6,"H - Here are three names. (Point to each.) My cousin Frank is a firefighter. He lives in Portland, Oregon. Who is a firefighter: Frank, Phil, or Fido?",NA,"My cousin Frank is a firefighter. He lives in Portland, Oregon.  [prgrph] Who is a firefighter?",NA,Frank,Phil,Fido,a,Changed fireman to firefighter.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.224184224,NA,NA,NA
E04RI6L03,4,E04RI6,"L - Here are three pictures with names. (Point to each.) Mom said to make my bed. Who said to make my bed: Marge, Mom, or Chad?",NA,Mom said to make my bed. [prgrph] Who said to make my bed?,NA,Marge,Mom,Chad,b,No changes.,NA,Girl17.ai,Girl_Bed.ai,Boy14.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.877415776,NA,NA,NA
E04RI6M05,4,E04RI6,"M - Here are three names. (Point to each.) Jenny is my friend who lives in California. Who is my friend who lives in California: Jenny, Janet, or Karen?","Here are three names. [highlight answer choices] Jenny is my friend who lives in California. Who is my friend who lives in California: Jenny, Janet, or Karen?",Jenny is my friend who lives in California. [prgrph] Who is my friend who lives in California?,NA,Jenny,Janet,Karen,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI6M05_intro.mp3,ELA_G4_E04RI6M05_stem.mp3,ELA_G4_E04RI6M05_a.mp3,ELA_G4_E04RI6M05_b.mp3,ELA_G4_E04RI6M05_c.mp3,FT,OI,OI,OI,NA,0.674684224,0.67,0.67,0.67
E04RI6M08,4,E04RI6,"M - Here are three names. (Point to each.) Maddie told me I was late for dinner. Who told me I was late: Maddie, Margeret, or Nelly?",NA,Maddie told me I was late for dinner. [prgrph] Who told me I was late?,NA,Maddie,Margeret,Nelly,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.640084224,NA,NA,NA
E04RI8M05,4,E04RI8,M - Here are three words. (Point to each.) Lunch is the second meal of the day. What is the second meal of the day?,NA,Lunch is the second meal of the day. [prgrph] What is the second meal of the day?,NA,drink,food,lunch,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.013984224,NA,NA,NA
E04RI9H10,4,E04RI9,"H - Here are three words. (Point to each.) The weather is cold in the winter. The weather is hot in the summer. When is the weather cold: summer, holiday, or winter?",NA,The weather is cold in the winter. The weather is hot in the summer. [prgrph] When is the weather cold?,NA,summer,holiday,winter,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.499384224,NA,NA,NA
E04RI9H12,4,E04RI9,"H - Here are three words. (Point to each.) When sending a letter, you need to use stamps. You can buy stamps at the post office. What do you need to use stamps for: computer, letter, or paper?","Here are three words. [highlight answer choices] When sending a letter, you need to use stamps. You can buy stamps at the post office. What do you need to use stamps for: computer, letter, or paper?","When sending a letter, you need to use stamps. You can buy stamps at the post office. [prgrph] What do you use stamps for?",NA,computer,letter,paper,b,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI9H12_intro.mp3,ELA_G4_E04RI9H12_stem.mp3,ELA_G4_E04RI9H12_a.mp3,ELA_G4_E04RI9H12_b.mp3,ELA_G4_E04RI9H12_c.mp3,FT,OI,OI,OI,NA,2.282984224,2.28,2.28,2.28
E04RI9L01,4,E04RI9,"L -  Here are three pictures with words. (Point to each.) People wear glasses to see better. What do people wear to see better: banana, coat, or glasses?",NA,People wear glasses to see better. [prgrph] What do people wear to see better?,NA,banana,coat,glasses,c,No changes.,NA,Banana1.ai,Jacket1.ai,Glasses1.ai,Food/Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.540715776,NA,NA,NA
E04RI9L03,4,E04RI9,"L -  Here are three pictures with words. (Point to each.) A star has five points. What has five points: star, balloon, or square?",NA,A star has five points. [prgrph] What has five points?,NA,star,balloon,square,a,No changes.,NA,Star1.ai,Balloon15.ai,Square7.ai,Shapes/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.552715776,NA,NA,NA
E04RI9M05,4,E04RI9,"M - Here are three words. (Point to each.) Dessert is a sweet treat eaten after a meal. What is a sweet treat eaten after a meal: table, carrot, or dessert?","Here are three words. [highlight answer choices] Dessert is a sweet treat eaten after a meal. What is a sweet treat eaten after a meal: table, carrot, or dessert?",Dessert is a sweet treat eaten after a meal. [prgrph] What is a sweet treat eaten after a meal?,NA,table,carrot,dessert,c,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI9M05_intro.mp3,ELA_G4_E04RI9M05_stem.mp3,ELA_G4_E04RI9M05_a.mp3,ELA_G4_E04RI9M05_b.mp3,ELA_G4_E04RI9M05_c.mp3,FT,OI,OI,OI,NA,0.118584224,0.12,0.12,0.12
E04RI9M08,4,E04RI9,"M - Here are three words. (Point to each.) Salem is the capital city of Oregon. What is the capital city of Oregon: Salem, Portland, or South?","Here are three words. [highlight answer choices] Salem is the capital city of Oregon. What is the capital city of Oregon: Salem, Portland, or South?",Salem is the capital city of Oregon. [prgrph] What is the capital city of Oregon?,NA,Salem,Portland,South,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RI9M08_intro.mp3,ELA_G4_E04RI9M08_stem.mp3,ELA_G4_E04RI9M08_a.mp3,ELA_G4_E04RI9M08_b.mp3,ELA_G4_E04RI9M08_c.mp3,FT,OI,OI,OI,NA,1.191884224,1.19,1.19,1.19
E04RL1H09,4,E04RL1,H - Here are three words and two sentences for you to read. (Point to each and have student read sentences.) What will she do? (Do not read answer choices.),"Here are three words and two sentences for you to read. [highlight words first, then sentences] What will she do? [No audio for answer choices]",Look at her. She will run to catch the bus. [prgrph] What will she do?,NA,run,sleep,eat,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G4_E04RL1H09_intro.mp3,ELA_G4_E04RL1H09_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.887684224,0.89,0.89,0.89
