item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E03LA4H09,3,E03LA4,"H - Here are three words. (Point to each.) We are going to run around the track. What is another word for run: jog, jump, or play?","Here are three words. [highlight answer choices] We are going to run around the track. What is another word for run: jog, jump, or play?",We are going to run around the track. [prgrph] What is another word for run?,NA,jog,jump,play,a,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03LA4H09_intro.mp3,ELA_G3_E03LA4H09_stem.mp3,ELA_G3_E03LA4H09_a.mp3,ELA_G3_E03LA4H09_b.mp3,ELA_G3_E03LA4H09_c.mp3,FT,OI,OI,OI,NA,1.930576089,1.95,1.95,1.95
E03LA4L01,3,E03LA4,"L - Here are three pictures with words. (Point to each.) See that over there? What is another word for see: book, look, or cut?",NA,See that over there? [prgrph] What is another word for see?,NA,book,look,cut,b,No Changes.,NA,Book1.ai,Girl_Smiling1.ai,Butter1.ai,Classroom/People/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.719776089,0.74,0.74,NA
E03LA4M06,3,E03LA4,"M - Here are three words. (Point to each.) I was mad when I lost. What is another word for mad: goofy, glad, or angry?",NA,I was mad when I lost. [prgrph] What is another word for mad?,NA,goofy,glad,angry,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.067876089,NA,NA,NA
E03LA5H09,3,E03LA5,"H - Here are three words. (Point to each.) Lupe hadn't slept in a long time and was very sleepy. What is another word for sleepy: tired, hungry or sad?",NA,Lupe hadn't slept in a long time and was very sleepy. [prgrph] What is another word for sleepy?,NA,tired,hungry,sad,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.328476089,NA,NA,NA
E03LA5L01,3,E03LA5,"L - Here are three pictures with words. (Point to each.) The balloon was very large. What does large mean: small, tiny, or big?",NA,The balloon was very large. [prgrph] What does large mean?,NA,small,tiny,big,c,No Changes.,NA,Balloon1.ai,Balloon13.ai,Balloon14.ai,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.163623911,NA,NA,NA
E03LA5M06,3,E03LA5,"M - Here are three words. (Point to each.) Please don't shout inside. What does shout mean: yell, talk, or quiet?","Here are three words. [highlight answer choices] Please don't shout inside. What does shout mean: yell, talk, or quiet?",Please don't shout inside. [prgrph] What does shout mean?,NA,yell,talk,quiet,a,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03LA5M06_intro.mp3,ELA_G3_E03LA5M06_stem.mp3,ELA_G3_E03LA5M06_a.mp3,ELA_G3_E03LA5M06_b.mp3,ELA_G3_E03LA5M06_c.mp3,FT,OI,OI,OI,NA,1.176376089,1.19,1.19,1.19
E03RF3H09,3,E03RF3,H - Here are three words. (Point to each.) My tooth is loose. Which word is tooth? (Do not read answer choices.),NA,NA,NA,tooth,train,bird,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.099276089,NA,NA,NA
E03RF3H10,3,E03RF3,H - Here are three words. (Point to each.) Bill is drinking water. Which word is water? (Do not read answer choices.),NA,NA,NA,white,video,water,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.232176089,NA,NA,NA
E03RF3H11,3,E03RF3,H - Here are three words. (Point to each.) My room is clean. Which word is clean? (Do not read answer choices.),NA,NA,NA,drum,clean,care,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.125176089,NA,NA,NA
E03RF3L01,3,E03RF3,L - Here are three pictures with words. (Point to each.) Which word is bat? (Do not read answer choices.),NA,NA,NA,ball,bat,bell,b,No Changes.,NA,Ball_Stars1.ai,Bat1.ai,Bell.ai,Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.169423911,NA,NA,NA
E03RF3L02,3,E03RF3,L -  Here are three pictures with words. (Point to each.) Which word is car?,NA,NA,NA,car,cat,sun,a,No Changes.,NA,Car1.ai,Cat1.ai,Sun1.ai,Transportation/Animals/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,D,NA,-2.745223911,-2.73,-2.73,NA
E03RF3M05,3,E03RF3,M - Here are three words. (Point to each.) I went down the stairs. Which word is down? (Do not read answer choices.),NA,NA,NA,done,fish,down,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.537376089,NA,NA,NA
E03RF3M06,3,E03RF3,M - Here are three words. (Point to each.) I like to drink juice. Which word is juice? (Do not read answer choices.),NA,NA,NA,juice,jam,book,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.323776089,NA,NA,NA
E03RF3M08,3,E03RF3,M - Here are three words. (Point to each.) I sit at my desk. Which word is desk? (Do not read answer choices.),NA,NA,NA,time,door,desk,c,"Replaced distractor word ""dock"" with door.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.191076089,NA,NA,NA
E03RF4H09,3,E03RF4,H -  Here are three words. (Point to each.) The beach was full of people. Which word is beach? (Do not read answer choices.),NA,NA,NA,bear,sand,beach,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.758976089,0.78,0.78,NA
E03RF4H10,3,E03RF4,H - Here are three words. (Point to each.) The night sky is full of stars. Which word is stars? (Do not read answer choices.),Here are three words. [highlight answer choices] The night sky is full of stars. Which word is stars? [no audio for answer choices],NA,NA,stars,stick,smell,a,No Changes.,NA,NA,NA,NA,NA,NA,word only,word only,word only,ELA_G3_E03RF4H10_intro.mp3,ELA_G3_E03RF4H10_stem.mp3,NA,NA,NA,FT,NA,NA,OI,NA,0.614876089,NA,NA,0.157
E03RF4H11,3,E03RF4,H -  Here are three words. (Point to each.) The grassy field was perfect for our goat. Which word is goat? (Do not read answer choices.),NA,NA,NA,grab,goat,girl,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.183676089,NA,NA,NA
E03RF4H12,3,E03RF4,H - Here are three words. (Point to each.) Sal is going on a trip across America. Which word is trip? (Do not read answer choices.),Here are three words. [highlight answer choices] Sal is going on a trip across America. Which word is trip? [no audio for answer choices],NA,NA,train,table,trip,c,No Changes.,NA,NA,NA,NA,NA,NA,word only,word only,word only,ELA_G3_E03RF4H12_intro.mp3,ELA_G3_E03RF4H12_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.883176089,0.9,0.9,0.9
E03RF4L01,3,E03RF4,L - Here are three pictures with words. (Point to each.) A cat is a pet. Which word is cat? (Do not read answer choices.),Here are three pictures with words. [highlight answer choices] A cat is a pet. Which word is cat? [no audio for answer choices],NA,NA,cat,dog,bee,a,No Changes.,NA,Cat1.ai,Dog1.ai,Bee1.ai,Animals,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G3_E03RF4L01_intro.mp3,ELA_G3_E03RF4L01_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,-2.457823911,-2.44,-2.44,-2.44
E03RF4M06,3,E03RF4,M - Here are three words. (Point to each.) The tent was in the woods. Which word is tent? (Do not read answer choices.),NA,NA,NA,wood,tree,tent,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.531376089,NA,NA,NA
E03RF4M07,3,E03RF4,M - Here are three words. (Point to each.) The pool was full of water. Which word is pool? (Do not read answer choices.),NA,NA,NA,pool,peace,swim,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.584923911,NA,NA,NA
E03RF4M08,3,E03RF4,M - Here are three words. (Point to each.) I have to rest after my walk. Which word is rest? (Do not read answer choices.),NA,NA,NA,ruby,rest,path,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.233876089,NA,NA,NA
E03RF4MSAMPLE,3,E03RF4,M - Here are three words. (Point to each.) This road goes to the school. Which word is road? (Do not read answer choices.),NA,NA,NA,rain,road,home,b,"Changed distractor word ""ride"" to rain.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.296176089,NA,NA,NA
E03RI1H09,3,E03RI1,H - Here are three words and a sentence for you to read. (Point to each and have student read sentence.) What was in the new school? (Do not read answer choices.),"Here are three words and a sentence for you to read. [highlight words first, then sentences] What was in the new school? [no audio for answer choices]",The class was in our new school. [prgrph] What was in the new school?,NA,new,class,girl,b,Changed item to reduce reading difficulty.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03RI1H09_intro.mp3,ELA_G3_E03RI1H09_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,1.606776089,1.62,1.62,1.62
E03RI1H11,3,E03RI1,H - Here are three words and a sentence for you to read. (Point to each and have student read sentence.) What is a good food to eat? (Do not read answer choices.),NA,"Beans are a good food to eat. 
What is a good food to eat?",NA,beans,milk,bread,a,Changed question by having it be more specific.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E03RI1H12,3,E03RI1,H - Here are three words and a sentence for you to read. (Point to each and have student read sentence.) What did Kim lend Ruby? (Do not read answer choices.),"Here are three words and a sentence for you to read. [highlight words first, then sentences] What did Kim lend Ruby? [no audio for answer choices]",Kim was nice and lent Ruby a piece of paper. [prgrph] What did Kim lend Ruby?,NA,marbles,paper,money,b,Replaced the name Oona with Kim.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03RI1H12_intro.mp3,ELA_G3_E03RI1H12_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,1.188176089,1.21,1.21,1.21
E03RI1L01,3,E03RI1,"L - Here are three pictures with words. (Point to each.) My shirt has stripes. What has stripes: pants, hat, or shirt?",NA,My shirt has stripes. [prgrph] What has stripes?,NA,pants,hat,shirt,c,No Changes.,NA,Pants1.ai,Hat1.ai,Shirt1.ai,Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.157323911,NA,NA,NA
E03RI1L02,3,E03RI1,"L - Here are three pictures with words. (Point to each.) I have two hands. What do I have: hands, feet, or ear?",NA,I have two hands. [prgrph] What do I have?,NA,hands,feet,ear,a,No Changes.,NA,Hand1.ai,Feet1.ai,Ear.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.743723911,NA,NA,NA
E03RI1L04,3,E03RI1,"L - Here are three pictures with words. (Point to each.) Margie likes to fix cars. What does Margie like to fix: flowers, cake, or cars?",NA,Margie likes to fix cars. [prgrph] What does Margie like to fix?,NA,flowers,cake,cars,c,No Changes.,NA,Flower1.ai,Cake1.ai,Car6.ai,Plants_Outdoors/Food/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.509023911,NA,NA,NA
E03RI1M06,3,E03RI1,"M - Here are three words. (Point to each.) Jamal's favorite school subject is math. What is Jamal's favorite subject: art, math, reading?",NA,Jamal's favorite school subject is math. [prgrph] What is Jamal's favorite subject?,NA,art,math,reading,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.004023911,NA,NA,NA
E03RI1MSAMPLE,3,E03RI1,"M - Here are three words. (Point to each.) A bee is a flying insect. Which is a flying insect: bird, bee, or bear?",NA,A bee is a flying insect. [prgrph] Which is a flying insect?,NA,bird,bee,bear,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.084023911,NA,NA,NA
E03RI2H12,3,E03RI2,"H - Here are three words. (Point to each.) The apple is in a bowl on the table. What is in the bowl: grape, apple, or table?",NA,The apple is in a bowl on the table. [prgrph] What is in the bowl?,NA,grape,apple,table,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.475976089,NA,NA,NA
E03RI2HSAMPLE,3,E03RI2,"H - Here are three words. (Point to each.) A school bus is usually painted yellow. What is usually painted yellow: bug, big, or bus?",NA,A school bus is usually painted yellow. [prgrph] What is usually painted yellow?,NA,bug,big,bus,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.858623911,NA,NA,NA
E03RI2L03,3,E03RI2,"L - Here are three pictures with words. (Point to each.) The ball is for playing. What is for playing: bed, bug, or ball?","Here are three pictures with words. [highlight answer choices] The ball is for playing. What is for playing: bed, bug, or ball?",The ball is for playing. [prgrph] What is for playing?,NA,bed,bug,ball,c,No Changes.,NA,Bed.ai,Lady_Bug1.ai,Ball_Stars1.ai,Household Objects/Animals/Misc.,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G3_E03RI2L03_intro.mp3,ELA_G3_E03RI2L03_stem.mp3,ELA_G3_E03RI2L03_a.mp3,ELA_G3_E03RI2L03_b.mp3,ELA_G3_E03RI2L03_c.mp3,FT,OI,OI,OI,NA,-1.709523911,-1.69,-1.69,-1.69
E03RI2M06,3,E03RI2,"M - Here are three words. (Point to each.) A bed is a place to sleep. Where is a place to sleep: bee, shoe, or bed?",NA,A bed is a place to sleep. [prgrph] Where is a place to sleep?,NA,bee,shoe,bed,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.920223911,NA,NA,NA
E03RI2M07,3,E03RI2,"M - Here are three words. (Point to each.) The box is full of toys. What is full of toys: box, ten, or ball?",NA,The box is full of toys. [prgrph] What is full of toys?,NA,box,ten,ball,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.308123911,NA,NA,NA
E03RI3H09,3,E03RI3,"H - Here are three words. (Point to each.) Apples grow on trees and are a healthy food to eat. What grows on trees: a carrot, apple, or bird?",NA,Apples grow on trees and are a healthy food to eat. [prgrph] What grows on trees?,NA,carrot,apple,bird,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.331123911,NA,NA,NA
E03RI3L01,3,E03RI3,"L - Here are three pictures with words. (Point to each.) Fire is hot to touch. What is hot to touch: paper, fire, or rain?",NA,Fire is hot to touch. [prgrph] What is hot to touch?,NA,paper,fire,rain,b,No Changes.,NA,Paper1.ai,Fire2.ai,Rain2.ai,Classroom/Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.781423911,NA,NA,NA
E03RI3L02,3,E03RI3,"L - Here are three pictures with words. (Point to each.) Plants grow in the dirt. What grows in dirt: plants, animals, or rocks?",NA,Plants grow in the dirt. [prgrph] What grows in dirt?,NA,plants,animals,rocks,a,No Changes.,NA,Grass1.ai,Zoo_Animals1.ai,Rock1.ai,Plants_Outdoors/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.729523911,NA,NA,NA
E03RI3M05,3,E03RI3,"M - Here are three words. (Point to each.) Lunch is the meal that comes after breakfast. What meal comes after breakfast: lunch, dinner, or dessert?",NA,Lunch is the meal that comes after breakfast.  [prgrph] What meal comes after breakfast?,NA,lunch,dinner,dessert,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.584476089,NA,NA,NA
E03RI3M07,3,E03RI3,"M - Here are three words. (Point to each.) To grow most plants, you must start with a seed. What do you start with to grow a plant: leaves, fruit, or a seed?",NA,"To grow a plant, you must start with a seed. [prgrph] What do you start with to grow a plant?",NA,leaves,fruit,seed,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.777023911,NA,NA,NA
E03RI4H09,3,E03RI4,"H - Here are three words. (Point to each.) The time of day when it is dark and many people sleep is: noon, night, or light?","Here are three words. [highlight answer choices] The time of day when it is dark and many people sleep is: noon, night, or light?",The time of day when it is dark and many people sleep is ______?,NA,noon,night,light,b,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03RI4H09_intro.mp3,ELA_G3_E03RI4H09_stem.mp3,ELA_G3_E03RI4H09_a.mp3,ELA_G3_E03RI4H09_b.mp3,ELA_G3_E03RI4H09_c.mp3,FT,OI,OI,OI,NA,0.684576089,0.7,0.7,0.7
E03RI4H10,3,E03RI4,"H - Here are three words. (Point to each.) We use a clock to help us tell _____: game, food, or time?",NA,We use a clock to help us tell _____?,NA,game,food,time,c,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.548576089,NA,NA,NA
E03RI4L02,3,E03RI4,"L - Here are three pictures with words. (Point to each.) An animal that barks is a _____: dog, cat, or fish?",NA,An animal that barks is a _____?,NA,dog,cat,fish,a,No Changes.,NA,Dog1.ai,Cat1.ai,Fish1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.638723911,NA,NA,NA
E03RI4L03,3,E03RI4,"L - Here are three pictures with words. (Point to each.) What is round and bounces: bug, ball, or bat?",NA,What is round and bounces?,NA,bug,ball,bat,b,No Changes.,NA,Lady_Bug1.ai,Basketball1.ai,Baseball3.ai,Animals/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.279623911,NA,NA,NA
E03RI4M05,3,E03RI4,"M - Here are three words. (Point to each.) Something wet that we swim in is ___: water, juice, or milk?",NA,Something wet that we swim in is ___ ?,NA,water,juice,milk,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.265523911,NA,NA,NA
E03RI4M06,3,E03RI4,"M - Here are three words. (Point to each.) What is another word for a boy: her, he, or it?","Here are three words. [highlight answer choices] What is another word for a boy: her, he, or it?",What is another word for a boy?,NA,her,he,it,b,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03RI4M06_intro.mp3,ELA_G3_E03RI4M06_stem.mp3,ELA_G3_E03RI4M06_a.mp3,ELA_G3_E03RI4M06_b.mp3,ELA_G3_E03RI4M06_c.mp3,FT,OI,OI,OI,NA,0.761876089,0.78,0.78,0.78
E03RI5H11,3,E03RI5,"H - Here are three words. (Point to each.) Lupe likes to wear her blue hat. What is the last word in this sentence: hat, Lupe, or shirt?","Here are three words. [highlight answer choices] Lupe likes to wear her blue hat. What is the last word in this sentence: hat, Lupe, or shirt?",Lupe likes to wear her blue hat. [prgrph] What is the last word in this sentence?,NA,hat,Lupe,shirt,a,"Changed distractor word ""blue"" to shirt.",NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G3_E03RI5H11_intro.mp3,ELA_G3_E03RI5H11_stem.mp3,ELA_G3_E03RI5H11_a.mp3,ELA_G3_E03RI5H11_b.mp3,ELA_G3_E03RI5H11_c.mp3,FT,OI,NA,OI,NA,1.050676089,1.07,NA,1.1894
E03RI5L01,3,E03RI5,"L - Here are three pictures with words. (Point to each.) Jack is a horse. What is the first word in this sentence: Jack, Jim, or Jeb?",NA,Jack is a horse. [prgrph] What is the first word in this sentence?,NA,Jack,Jim,Jeb,a,No Changes.,NA,Horse1.ai,Boy2.ai,Dog2.ai,Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.440323911,NA,NA,NA
E03RI5M08,3,E03RI5,"M - Here are three words. (Point to each.) Fish need food and water to live. What is the first word in this sentence: Fish, Water, or Live?",NA,Fish need food and water to live. [prgrph] What is the first word in this sentence?,NA,Fish,Water,Live,a,Changed distractor word Food to Live.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.441476089,NA,NA,NA
E03RI6H10,3,E03RI6,"H - Here are three names. (Point to each.) At the movies I saw Marty with her friends. Who did I see at the movies: Marty, Michael, or Missy?",NA,At the movies I saw Marty with her friends. [prgrph] Who did I see at the movies?,NA,Marty,Michael,Missy,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.59837608900000006,NA,NA,NA
E03RI6H12,3,E03RI6,"H - Here are three names. (Point to each.) Emily was riding her bike to school. Who was riding a bike: Eli, Esther, or Emily?",NA,Emily was riding her bike to school. [prgrph] Who was riding a bike?,NA,Eli,Esther,Emily,c,Shortened sentence from 11 to 7 words.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.179423911,NA,NA,NA
