item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E07LA5L01,7,E07LA5,"L - Here are three pictures with words. (Point to each.) It was a cold and rainy night. There was a warm blaze in the fireplace.
What does blaze mean: fire, logs, or frozen?",NA,It was a cold and rainy night. There was a warm blaze in the fireplace. [prgrph] What does blaze mean?,NA,fire,logs,frozen,a,No Changes.,NA,Fire_Place2.ai,Log1.ai,Ice_Cube1.ai,Household Objects/Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.749579145950375,NA,NA,NA
E07LA5L02,7,E07LA5,"L - Here are three pictures with words. (Point to each.) It is cold and rainy outside. Mom says to bundle up before you go out.
Bundle up means to wear a _____: shirt, swimsuit, or jacket?",NA,It is cold and rainy outside. Mom says to bundle up before you go out. [prgrph] Bundle up means to wear a _____?,NA,shirt,swimsuit,jacket,c,No Changes.,NA,Shirt2.ai,Swim_Suit1.ai,Jacket1.ai,Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5L03,7,E07LA5,"L - Here are three pictures with words. (Point to each.) The game was finally over. When the team won, the players were beaming.  What does beaming mean: crying, smiling, or sleeping?",NA,"The game was finally over. When the team won, the players were beaming. [prgrph] What does beaming mean?",NA,crying,smiling,sleeping,b,No Changes.,NA,Boy_Crying2.ai,Girl_Smiling2.ai,Boy_Sleeping3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5L04,7,E07LA5,"L - Here are three pictures with words. (Point to each.) Shelly was feeling very sleepy. She was ready for a nap.
What is another word for sleepy: happy, tired, or worrying?",NA,Shelly was feeling very sleepy. She was ready for a nap. [prgrph] What is another word for sleepy?,NA,happy,tired,worrying,b,Changed item and changed the key word from fretting to sleepy.,NA,Girl_Smiling4.ai,Girl_Yawning.ai,Girl_Worried.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5M05,7,E07LA5,"M - Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What does park it mean: sit, run, or walk?",NA,Sam was running around the store. His mom needed him to wait for her. She told him to park it. [prgrph] What does park it mean?,NA,sit,run,walk,a,Item will not be used.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5M06,7,E07LA5,"M - Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What does like a slug mean: fast, slow, or jump?",NA,It was Monday morning. John was tired. He walked to class like a slug. [prgrph] What does like a slug mean?,NA,fast,slow,jump,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5M07,7,E07LA5,"M - Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What does all ears mean: listening, playing, or sleeping?",NA,"Peter was bored. But when Peter's teacher said they could earn extra recess if they finished their work early, he was all ears. [prgrph] What does all ears mean?",NA,listening,playing,sleeping,a,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07LA5M08,7,E07LA5,"M - Here are three phrases. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) Angry means that he gets _____: happy, soft, or mad?",NA,"Ronnie has a twin brother named Julian. Sometimes Julian takes Ronnie's games. When Ronnie finds out his games are gone, he gets angry. [prgrph] Angry means that he gets _____?",NA,happy,soft,mad,c,"Changed ""blows up"" to angry.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.562820854049625,NA,NA,NA
E07LA5MSAMPLE,7,E07LA5,"M - Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What is the opposite of the word early: first, late, or before?",NA,Will told Bruno that he would be over to his house early. Will waited a long time for him. After a while Will thought that Bruno would not be early. [prgrph] What is the opposite of the word early?,NA,first,late,before,b,No Changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E07RI1H09,7,E07RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What kind of food does Michael like? (Do not read answer choices.),"Here are three words and sentences for you to read. [highlight words first, then sentences] What kind of food does Michael like? [No audio for answer choices]",Michael enjoys taking little bites of food. He likes food that is hot and spicy. He never eats cake or sweets. He likes food with a lot of spice. [prgrph] What kind of food does Michael like?,NA,spicy,sweet,bites,a,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G7_E07RI1H09_intro.mp3,ELA_G7_E07RI1H09_stem.mp3,NA,NA,NA,NA,FT,OI,OI,NA,NA,1.83,1.83,1.83
E07RI1H10,7,E07RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What does Frank like to do? (Do not read answer choices.),"Here are three words and sentences for you to read. [highlight words first, then sentences] What does Frank like to do? [No audio for answer choices]",Frank enjoys reading long books. He likes books about history. He really likes books about the Civil War. He trades books with his friends. [prgrph] What does Frank like to do?,NA,eat,read,walk,b,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G7_E07RI1H10_intro.mp3,ELA_G7_E07RI1H10_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.823279145950375,0.84,0.84,0.84
E07RI1H11,7,E07RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What does Steph like to do? (Do not read answer choices.),"Here are three words and sentences for you to read. [highlight words first, then sentences] What does Steph like to do? [No audio for answer choices]","Steph walks every morning. Her walks go for at least two miles. She meets her friends. Then, they walk around their neighborhood. [prgrph] What does Steph like to do?",NA,eat,race,walk,c,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G7_E07RI1H11_intro.mp3,ELA_G7_E07RI1H11_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.458079145950375,0.47,0.47,0.47
E07RI1H12,7,E07RI1,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What place has many types of living things? (Do not read answer choices.),"Here are three words and sentences for you to read. [highlight words first, then sentences] What place has many types of living things? [No audio for answer choices]",Oceans have many types of living things. There are fish. There are mammals. There are plants. [prgrph] What place has many types of living things?,NA,oceans,wheels,shapes,a,No Changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G7_E07RI1H12_intro.mp3,ELA_G7_E07RI1H12_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.726479145950375,0.74,0.74,0.74
E07RI1L01,7,E07RI1,L - Here are three pictures with words. (Point to each.) Sage served his friends pizza at his birthday party. His friends enjoyed eating the pizza. What did Sage serve at his birthday party?,NA,Sage served his friends pizza at his birthday party. His friends enjoyed eating the pizza. [prgrph] What did Sage serve at his birthday party?,NA,pizza,salad,potato,a,No Changes.,NA,Pizza1.ai,Salad1.ai,Potato1.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E07RI1L02,7,E07RI1,"L - Here are three pictures with words. (Point to each.) Some people put sugar in coffee. Sugar can make drinks sweeter. What can make drinks sweeter: soup, sugar, or salt?","Here are three pictures with words. [highlight answer choices] Some people put sugar in coffee. Sugar can make drinks sweeter. What can make drinks sweeter: soup, sugar, or salt?",Some people put sugar in coffee. Sugar can make drinks sweeter. [prgrph] What can make drinks sweeter?,NA,soup,sugar,salt,b,Changed juice to salt and changed graphic.,NA,Soup_Can.ai,Sugar.ai,Salt2.ai,Food,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G7_E07RI1L02_intro.mp3,ELA_G7_E07RI1L02_stem.mp3,ELA_G7_E07RI1L02_a.mp3,ELA_G7_E07RI1L02_b.mp3,ELA_G7_E07RI1L02_c.mp3,FT,OI,OI,OI,NA,0.184679145950375,0.2,0.2,0.2
E07RI1L03,7,E07RI1,"L - Here are three pictures with words. (Point to each.) Rice is a common food. It is eaten in many countries. What is a common food: rose, flower, or rice?",NA,Rice is a common food. It is eaten in many countries. [prgrph] What is a common food?,NA,rose,flower,rice,c,Changed wording to eliminate the word grow.,NA,Rose2.ai,Flower4.ai,Rice1.ai,Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,-1.43742085404963,-1.42,NA,NA
E07RI1L04,7,E07RI1,"L - Here are three pictures with words. (Point to each.) Stops signs are red. The signs are red so they stand out. What color are stop signs: red, yellow, or green?",NA,Stops signs are red. The signs are red so they stand out. [prgrph] What color are stop signs?,NA,red,yellow,green,a,No Changes.,NA,Stop_Sign1.ai,Banana1.ai,Grass1.ai,Transportation/Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
