item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S08ESS1.2M8,NA,8,S08ESS1.2,"M - Here are the Earth, the Moon, and the Sun (Point to prompt.) Larger objects have more gravity. Which has the strongest gravity: Earth, Moon, or Sun?",Larger objects have more gravity. Which has the strongest gravity?,Earth,Moon,Sun,c,Earth_Moon_Orbiting_Sun1.ai,Earth3.ai,Moon3.ai,Sun1.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.2M9,NA,8,S08ESS1.2,"M - Here are the Earth, the Moon, and the Sun (Point to prompt.) Larger objects have more gravity. Which has the weakest gravity: Earth, Moon, or Sun?",Which has the weakest gravity?,Earth,Moon,Sun,b,Earth_Moon_Orbiting_Sun1.ai,Earth3.ai,Moon3.ai,Sun1.ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3H10,NA,8,S08ESS1.3,"H - Here are the Earth,  Moon, and Sun. (Point to student materials.) Which is the largest: Earth, Moon, or Sun?",Which is the largest?,Earth,Moon,Sun,c,Earth_Moon_Orbiting_Sun1.ai,Earth4.ai,Moon10.ai,Sun125.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3H15,NA,8,S08ESS1.3,"H - Here is a graph showing the size of planets. (Point to the graph.) Which planet is the largest: Jupiter, Saturn, or Neptune?",Which planet is largest?,Jupiter,Saturn,Neptune,a,BarGraph_PlanetSize.ai,Jupiter2.ai,Saturn.ai,Neptune.ai,Graph_Number Lines_Tables/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3H19,NA,8,S08ESS1.3,"H - Here is a drawing of the Sun and inner planets. (Point to solar system.) Which planet is the smallest: Mercury, Venus, or Earth?",Which planet is the smallest?,Mercury,Venus,Earth,a,Solar_Sysetm1.ai,Planet2.ai,Circle4.ai,Earth3.ai,Astronomy/Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.25,NA,NA,NA
S08ESS1.3H20,NA,8,S08ESS1.3,"H - Here are the inner planets. (Point to solar system.) Which planet is the biggest: Mercury, Venus, or Earth?",Which planet is the biggest?,Merucury,Venus,Earth,c,Solar_System2.ai,Planet2.ai,Neptune.ai,Earth3.ai,Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3H5,NA,8,S08ESS1.3,"H - Here is a bar graph. (Point to graph.) Which planet is largest: Earth, Mars, or Jupiter?",Which planet is largest?,Earth,Mars,Jupiter,c,BarGraph_PlanetDiameter.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3H9,NA,8,S08ESS1.3,"H - Here are the Earth,  Moon, and Sun. (Point to student materials.) Which is the smallest: Earth, Moon, or Sun?",Which is the smallest?,Earth,Moon,Sun,b,Earth_Moon_Orbiting_Sun1.ai,Earth3.ai,Moon3.ai,Sun1.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3L1,NA,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,c,NA,Oval4.ai,Lightbulb1.ai,Sun1.ai,Shapes/Household Objects/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3L11,NA,8,S08ESS1.3,"L - Here are three objects. (Point to answer choices.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,b,NA,Pizza14.ai,Sun1.ai,Ball_Stars1.ai,Food/Weather/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3L12,NA,8,S08ESS1.3,"L - Here are three objects. (Point to answer choices.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,c,NA,Pizza14.ai,Ball_Stars1.ai,Earth3.ai,Food/Misc./Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.7,NA,NA,NA
S08ESS1.3L16,NA,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,b,NA,Basketball1.ai,Sun1.ai,Golf1.ai,Sports/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3L2,NA,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,b,NA,Apple1.ai,Earth3.ai,Ball_Stars1.ai,Food/Astronomy/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3L6,NA,8,S08ESS1.3,"L - Here are three pictures. (Point to student materials.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,a,NA,Sun1.ai,Car1.ai,House5.ai,Weather/Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3LSAMPLE,NA,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a,NA,Earth3.ai,Ball_Stars1.ai,Baseball1.ai,Astronomy/Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M13,NA,8,S08ESS1.3,"M - Here are three objects in space. (Point to answer choices.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,b,NA,Earth3.ai,Sun1.ai,Satellite.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M14,NA,8,S08ESS1.3,"M - Here are three objects in space. (Point to answer choices.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,c,Earth_Moon_Orbiting_Sun2.ai,Moon3.ai,Sun1.ai,Earth3.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M17,ESS - OI,8,S08ESS1.3,"M - Here are three objects in outer space. (Point to objects.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a,NA,Earth3.ai,Saturn.ai,Comet.ai,Astronomy,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G8_S08ESS1.3M17_intro.mp3,Science_G8_S08ESS1.3M17_stem.mp3,Science_G8_S08ESS1.3M17_a.mp3,Science_G8_S08ESS1.3M17_b.mp3,Science_G8_S08ESS1.3M17_c.mp3,FT,OI,OI,OI,NA,0.14,0.14,0.14,0.14
S08ESS1.3M18,NA,8,S08ESS1.3,"M - Here are three objects in outer space. (Point to objects.) Which is the Moon: A, B, or C?",Which is the Moon?,A,B,C,c,NA,Saturn.ai,Comet.ai,Moon10.ai,Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M3,NA,8,S08ESS1.3,"M - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a,NA,Earth3.ai,Sun1.ai,Comet.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M4,NA,8,S08ESS1.3,"M - Here are three objects. (Point to objects.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,c,NA,Earth3.ai,Jupiter2.ai,Sun1.ai,Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M7,NA,8,S08ESS1.3,"M - Here are three pictures. (Point to student materials.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a,NA,Earth3.ai,Moon3.ai,Comet.ai,Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS1.3M8,NA,8,S08ESS1.3,"M - Here are three pictures. (Point to student materials.) Which is the Moon: A, B, or C?",Which picture is the Moon?,A,B,C,b,NA,Earth3.ai,Moon3.ai,Comet.ai,Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2H10,ESS - OI,8,S08ESS2.2,"H - Meteorites are  rocks from outer space that come to Earth. (Point to picture in prompt.) What is formed when a meteorite hits the ground: river, forest, or crater?",What is formed when a meteorite hits the ground?,river,forest,crater,c,Comet.ai,River7.ai,Forest3.ai,Crater1.ai,Astronomy/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.85,0.85,NA,NA
S08ESS2.2H14,ESS - FT,8,S08ESS2.2,"H - Here is an island in the ocean. (Point to the prompt.) Which of these created the island: tornado, volcano, or meteor?",Which of these created the island?,tornado,volcano,meteorite,b,Crater2.ai,Tornado1.ai,Volcano2.ai,Comet.ai,Plants_Outdoors/Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.16,NA,NA
S08ESS2.2H15,NA,8,S08ESS2.2,"H - Here is a crater in the Earth. (Point to the prompt.) Which made this crater: tornado, the Sun, or a meteorite?",Which made this crater?,tornado,Sun,meteorite,c,Crater1.ai,Tornado1.ai,Sun1.ai,Comet.ai,Plants_Outdoors/Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.52,NA
S08ESS2.2H20,NA,8,S08ESS2.2,"H - Here is a large crack in the Earth. (Point to the crack.) Which process formed this large crack in the Earth: Sun, rain, or an earthquake?",Which process formed this large crack in the Earth?,Sun,rain,earthquake,c,Earthquake.ai,Sun1.ai,Cloud_Rain1.ai,Earthquake2.ai,Plants_Outdoors/Weather,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ESS2.2H20_intro.mp3,Science_G8_S08ESS2.2H20_stem.mp3,Science_G8_S08ESS2.2H20_a.mp3,Science_G8_S08ESS2.2H20_b.mp3,Science_G8_S08ESS2.2H20_c.mp3,FT,NA,OI,OI,NA,NA,NA,-0.32,-0.32
S08ESS2.2H4,NA,8,S08ESS2.2,"H - This building and street are cracked. (Point to student materials.) Which likely caused the cracks: an earthquake, the Sun, or a motorcycle?",Which likely caused the cracks?,earthquake,Sun,motorcycle,a,Building3.ai,Earthquake2.ai,Sun1.ai,Motorcycle4.ai,Plants_Outdoors/Weather/Transportation,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ESS2.2H4_intro.mp3,Science_G8_S08ESS2.2H4_stem.mp3,Science_G8_S08ESS2.2H4_a.mp3,Science_G8_S08ESS2.2H4_b.mp3,Science_G8_S08ESS2.2H4_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.5505
S08ESS2.2H5,NA,8,S08ESS2.2,"H - This is a crater. (Point to prompt.) Which could have formed this crater: waves, meteorite, or the Sun?",Which could have formed this crater?,waves,meteorite,Sun,b,Crater1.ai,Wave1.ai,Comet.ai,Sun1.ai,Plants_Outdoors/Astronomy/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S08ESS2.2L1,NA,8,S08ESS2.2,"L - This is a beach.  (Point to picture of beach.) Which wears away the beach: waves, trees, or birds?",Which wears away the beach?,waves,trees,birds,a,Beach1.ai,Wave1.ai,Tree6.ai,Bird23.ai,Plants_Outdoors/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2L11,NA,8,S08ESS2.2,"L - Here is a canyon. (Point to the prompt.) Which can make a canyon: tree, river, or dog?",Which can make a canyon?,tree,river,dog,b,River13.ai,Tree6.ai,River7.ai,Dog5.ai,Plants_Outdoors/Animals,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ESS2.2L11_intro.mp3,Science_G8_S08ESS2.2L11_stem.mp3,Science_G8_S08ESS2.2L11_a.mp3,Science_G8_S08ESS2.2L11_b.mp3,Science_G8_S08ESS2.2L11_c.mp3,FT,OI,OI,OI,NA,0.53,0.53,0.53,0.53
S08ESS2.2L16,NA,8,S08ESS2.2,"L - Here is a river. (Point to the river.) Which adds water to the river: rain, phone, or rabbit?",Which adds water to the river?,rain,phone,rabbit,a,River14.ai,Rain2.ai,Phone2.ai,Rabbit1.ai,Plants_Outdoors/Weather/Household Objects/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2L17,NA,8,S08ESS2.2,"L - Here is a lake. (Point to picture of lake.) Which could dry up the water in the lake: birds, Sun, or car?",Which could dry up the water in the lake?,birds,Sun,car,b,Lake21.ai,Bird11.ai,Sun1.ai,Car1.ai,Plants_Outdoors/Animals/Weather/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2L6,NA,8,S08ESS2.2,"L - Here is a canyon. (Point to student materials.) What formed the canyon: river, clouds, or birds?",What formed the canyon?,river,clouds,birds,a,River15.ai,River7.ai,Cloud17.ai,Bird11.ai,Plants_Outdoors/Weather/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2L7,NA,8,S08ESS2.2,"L - Here is a picture of a sand dune. (Point to student materials.) What formed the dune: birds, rain, or wind?",What formed the dune?,birds,rain,wind,c,Sand_Dune.ai,Bird11.ai,Rain2.ai,Wind5.ai,Plants_Outdoors/Animals/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M12,NA,8,S08ESS2.2,"M - Here is a canyon. (Point to the prompt.) Which type of erosion formed a canyon: wind, lightning, or river?",Which type of erosion formed a canyon?,wind,lightning,river,c,River15.ai,Wind5.ai,Lightning1.ai,River7.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M13,NA,8,S08ESS2.2,"M - Here is a rocky desert. (Point to the prompt.) Which type of erosion carves rocks in the desert: wind, waves, or ice?",Which type of erosion carves rocks in the desert?,wind,waves,ice,a,Desert3.ai,Wind5.ai,Wave1.ai,Ice_Cube1.ai,Plants_Outdoors/Weather/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M18,NA,8,S08ESS2.2,"M - Here is a rock with small holes in it. (Point to prompt.) Which could cause this erosion: wind, frogs, or raindrops?",Which could cause this erosion?,wind,frogs,raindrops,c,Sponge.ai,Wind17.ai,Frog2.ai,Rain2.ai,Misc./Weather/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M19,NA,8,S08ESS2.2,"M - Here is a mountain valley. (Point to prompt.) Which of these created the valley: ice, trees, or bears?",Which of these created the valley?,ice,trees,bears,a,Mountain_Valley.ai,Mountain6.ai,Mountain7.ai,Mountain8.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M2,NA,8,S08ESS2.2,"M - Here are shells on a beach. (Point to student materials.) What brought the shells onto the beach: a rake, waves, or a volcano?",What brought the shells onto the beach?,rake,waves,volcano,b,Beach7.ai,Rake2.ai,Wave1.ai,Volcano1.ai,Plants_Outdoors/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M3,NA,8,S08ESS2.2,"M - This is a sand dune.  (Point to sand dune.)  Which created this sand dune: wind, hoe or a volcano?",Which created this sand dune?,wind,hoe,volcano,a,Sand_Dune.ai,Wind16.ai,Hoe2.ai,Volcano1.ai,Plants_Outdoors/Weather/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M8,NA,8,S08ESS2.2,"M - Here is a picture of a mountain. (Point to student materials.) Which shows the mountain during a volcanic eruption: A, B, or C?",Which shows the mountain during a volcanic eruption?,A,B,C,b,Mountain21.ai,Mountain21.ai,Volcano1.ai,Mountain2.2.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2M9,NA,8,S08ESS2.2,"M -This is a road. (Point to student materials.) What shows the road after an earthquake: A, B, or C?",What shows the road after an earthquake?,A,B,C,c,Road2.ai,Road2.ai,Hill.ai,Road3.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.2MSAMPLE,NA,8,S08ESS2.2,"M - Here is a picture of a snowy mountain. (Point to student materials.) As temperatures warm, boulders fall from the cliffs. What is the likely cause of this erosion: magnetism, ice melting, or wind?","As temperatures warm, boulders fall from the cliffs. What is the likely cause of this erosion?",magnetism,ice melting,wind,b,Mountain10.ai,Magnet1.ai,Ice_Cube1.ai,Wind16.ai,Plants_Outdoors/Misc./Food/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
