item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M07EXE1.1_M07,7,M07EXE1.1,"(M) Here is a picture of money. (Point to student materials.) A nickel is 5 cents. How much money is 2 nickels plus 3 nickels: 20 cents, 25 cents, 30 cents.","n = 5 cents

How much money is 2 nickels plus 3 nickels?

2n + 3n",20 cents,25 cents,30 cents,b,NA,Addition_Nickels3.ai,Nickel5.ai,Nickel6.ai,Nickel7.ai,"Money, Math Equations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.51,NA
M07EXE1.1_M08,7,M07EXE1.1,"(M) Here is an addition problem with nickels. (Point to student materials.) A nickel is 5 cents. How much money is 3 nickels plus 3 nickels: 20 cents, 25 cents, or 30 cents?","n = 5 cents

How much money is 3 nickels plus 3 nickels?

3n + 3n",20 cents,25 cents,30 cents,c,NA,Addition_Nickels4.ai,Nickel5.ai,Nickel6.ai,Nickel7.ai,"Money, Math Equations",NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M07EXE1.1_SAMPLE,7,M07EXE1.1,"(L) Here is an addition problem with two expressions. (Point to student materials.) What do you get when you add 4x + 4x: 8x, 10x, or 12x?","4x + 4x

What do you get when you add 4x + 4x?",8x,10x,12x,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07EXE2.3_H09,7,M07EXE2.3,"(H) You have 30 dollars in the bank. You deposit 30 more dollars. We can write that as thirty plus thirty. (Point to student materials.) How many dollars do you have in the bank now: 60, 70, or 80?","$30 + $30 = ___?

How many dollars do you have in the bank now?",60,70,80,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.16,0.16,0.16,NA
M07EXE2.3_H10,7,M07EXE2.3,"(H) You have 50 dollars in the bank. You deposit 50 more dollars. We can write that as fifty plus fifty. (Point to student materials.) How many dollars do you have in the bank now: 95, 100, or 105?","$50 + $50 = ___?

How many dollars do you have in the bank now?",95,100,105,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.24,NA,NA,NA
M07EXE2.3_H11,7,M07EXE2.3,"(H) You have 50 dollars in the bank. You spend 50 of your dollars. We can write that as fifty minus fifty. (Point to student materials.) How many dollars do you have in the bank now: 0, 50, or 100?","$50 - $50 = ___?

How many dollars do you have in the bank now?",0,50,100,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.11,0.11,0.11,NA
M07EXE2.3_H12,7,M07EXE2.3,"(H) You have 50 dollars in the bank. You spend 40 of your dollars. We can write that as fifty minus forty. (Point to student materials.) How many dollars do you have in the bank now: 5, 10, or 15?","$50 - $40 = ___?

How many dollars do you have in the bank now?",5,10,15,b,NA,NA,NA,NA,NA,NA,prompt + graphic,number only,number only,number only,Math_G7_M07EXE2.3_H12_intro.mp3,Math_G7_M07EXE2.3_H12_stem.mp3,Math_G7_M07EXE2.3_H12_a.mp3,Math_G7_M07EXE2.3_H12_b.mp3,Math_G7_M07EXE2.3_H12_c.mp3,FT,OI,OI,OI,NA,0.37,0.37,0.37,0.37
M07EXE2.3_L01,7,M07EXE2.3,"(L) Aidan has two apples in a basket. He gets two more apples. (Point to student materials.) How many apples does he have now: 4, 5, or 6?",How many apples does he have now?,4,5,6,a,NA,Addition_Apples_2+2.ai,Apple14.ai,Apple15.ai,Apple16.ai,"Food, Math Equations",NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.64,NA,NA,NA
M07EXE2.3_L02,7,M07EXE2.3,"(L) Dominic has one apple in a basket. He gets one more apple. (Point to student materials.) How many apples does he have now: 1, 2, or 3?",How many apples does he have now?,1,2,3,b,NA,Addition_Apples_1+1.ai,Apple1.ai,Apple17.ai,Apple18.ai,"Food, Math Equations",NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.35,NA,NA,NA
M07EXE2.3_L03,7,M07EXE2.3,"(L) Amar has two apples in a basket. He gets one  more apple. (Point to materials.) How many apples does he have now: 1, 2, or 3?",How many apples does he have now?,1,2,3,c,NA,Addition_Apples_2+1.ai,Apple1.ai,Apple17.ai,Apple18.ai,"Food, Math Equations",prompt + graphic,graphic + number,graphic + number,graphic + number,Math_G7_M07EXE2.3_L03_intro.mp3,Math_G7_M07EXE2.3_L03_stem.mp3,Math_G7_M07EXE2.3_L03_a.mp3,Math_G7_M07EXE2.3_L03_b.mp3,Math_G7_M07EXE2.3_L03_c.mp3,FT,OI,OI,OI,NA,-1.63,-1.63,-1.63,-1.63
M07EXE2.3_L04,7,M07EXE2.3,"(L ) Colton has three apples in a basket. He gets three more apples. (Point to materials.) How many apples does he have now: 5, 6, or 7?",How many apples does he have now?,5,6,7,b,NA,Addition_Apples_3+3.ai,Apple15.ai,Apple16.ai,Apple19.ai,"Food, Math Equations",NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.77,NA,NA,NA
M07EXE2.3_M05,7,M07EXE2.3,"(M) There are 10 fish in a bowl. You get one more fish. We can write that like this, ten plus one. (Point to student materials.) How many fish are there now: 10, 11, or 12?",How many fish are there now?,10,11,12,b,NA,Addition_Fish_10+1.ai,NA,NA,NA,Math Equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.49,NA,NA,NA
M07EXE2.3_M06,7,M07EXE2.3,"(M) There are 10 fish in a bowl. You get two more fish. We can write that like this, ten plus two. (Point to student materials.) How many fish are there now: 12, 13, or 14?",How many fish are there now?,12,13,14,a,NA,Addition_Fish_10+2.ai,NA,NA,NA,Math Equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.68,NA,NA,NA
M07EXE2.3_M07,7,M07EXE2.3,"(M) There are 10 fish in a bowl. You get three more fish. We can write that like this, ten plus three. (Point to student materials.) How many fish are there now: 12, 13, or 14?",How many fish are there now?,12,13,14,b,NA,Addition_Fish_10+3.ai,NA,NA,NA,Math Equations,prompt + graphic,number only,number only,number only,Math_G7_M07EXE2.3_M07_intro.mp3,Math_G7_M07EXE2.3_M07_stem.mp3,Math_G7_M07EXE2.3_M07_a.mp3,Math_G7_M07EXE2.3_M07_b.mp3,Math_G7_M07EXE2.3_M07_c.mp3,FT,OI,OI,OI,NA,-0.77,-0.77,-0.77,-0.77
M07EXE2.3_M08,7,M07EXE2.3,"(M) There are 10 fish in a bowl. You get five more fish. We can write that like this, ten plus five. (Point to student materials.) How many fish are there now: 10, 15, or 20?",How many fish are there now?,10,15,20,b,NA,Addition_Fish_10+5.ai,NA,NA,NA,Math Equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.26,NA,NA,NA
M07EXE2.3_SAMPLE,7,M07EXE2.3,"(M) Here is a math problem (Point to student materials.)  If Amar wants to give each friend 10 apples and he has 4 friends, how many apples will he need: 20, 30, or 40?","If Amar wants to give each friend 10 apples and he has 4 friends, how many apples will he need?",20,30,40,c,NA,Boy_Basket_Apples.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.1_H09,7,M07GEO1.1,"(H) Here is a square. Pretend the square is 11 miles long. (Point to figure of a square.) Which square has sides that are 2 times larger: A - 11 miles, B - 22 miles, or C - 55 miles?",Which square has sides that are 2 times larger?,A,B,C,b,NA,Square_11miles.ai,Square_11miles.ai,Square_22miles.ai,Square_55miles.ai,Measurement,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_H09_intro.mp3,Math_G7_M07GEO1.1_H09_stem.mp3,Math_G7_M07GEO1.1_H09_a.mp3,Math_G7_M07GEO1.1_H09_b.mp3,Math_G7_M07GEO1.1_H09_c.mp3,FT,NA,NA,OI,NA,1.17,NA,NA,1.3554
M07GEO1.1_H10,7,M07GEO1.1,"(H) Here is a square. Pretend the square is 11 miles long. (Point to figure of a square.) Which square has sides that are 5 times larger: A - 55 miles, B - 11 miles, or C - 22 miles?",Which square has sides that are 5 times larger?,A,B,C,a,NA,Square_11miles.ai,Square_55miles.ai,Square_11miles.ai,Square_22miles.ai,Measurement,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_H10_intro.mp3,Math_G7_M07GEO1.1_H10_stem.mp3,Math_G7_M07GEO1.1_H10_a.mp3,Math_G7_M07GEO1.1_H10_b.mp3,Math_G7_M07GEO1.1_H10_c.mp3,FT,NA,NA,OI,NA,1.09,NA,NA,1.2406
M07GEO1.1_H11,7,M07GEO1.1,"(H) Here is a circle. Pretend the circle is 11 miles across at the diameter. (Point to a figure of a circle.) Which circle has a diameter that is 2 times larger: A - 55 miles, B - 22 miles, or C - 11 miles?",Which circle has a diameter that is 2 times larger?,A,B,C,b,NA,Circle_11miles.ai,Circle_55miles.ai,Circle_22miles.ai,Circle_11miles.ai,Measurement,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_H11_intro.mp3,Math_G7_M07GEO1.1_H11_stem.mp3,Math_G7_M07GEO1.1_H11_a.mp3,Math_G7_M07GEO1.1_H11_b.mp3,Math_G7_M07GEO1.1_H11_c.mp3,FT,OI,OI,OI,NA,1.39,1.39,1.39,1.39
M07GEO1.1_H12,7,M07GEO1.1,"(H) Here is a circle. Pretend the circle is 11 miles across at the diameter. (Point to a figure of a circle.) Which circle has a diameter that is 5 times larger: A - 55 miles, B - 22 miles, or C - 11 miles?",Which circle has a diameter that is 5 times larger?,A,B,C,a,NA,Circle_11miles.ai,Circle_55miles.ai,Circle_22miles.ai,Circle_11miles.ai,Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.93,NA,NA,NA
M07GEO1.1_L01,7,M07GEO1.1,"(L) Here is a square. (Point to figure of a square.) Find the square whose area is 4 times bigger. Is it figure A, B, or C?",Find the square whose area is 4 times bigger.,A,B,C,b,NA,Square36.ai,Circle30.ai,Square1.ai,Square35.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_L01_intro.mp3,Math_G7_M07GEO1.1_L01_stem.mp3,Math_G7_M07GEO1.1_L01_a.mp3,Math_G7_M07GEO1.1_L01_b.mp3,Math_G7_M07GEO1.1_L01_c.mp3,FT,OI,OI,OI,NA,0.54,0.54,0.54,0.54
M07GEO1.1_L02,7,M07GEO1.1,"(L) Here is a square. (Point to figure of a square.) Find the square whose area is 2 times bigger. Is it figure A, B, or C?",Find the square whose area is 2 times bigger.,A,B,C,a,NA,Square36.ai,Square35.ai,Square37.ai,Triangle1.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.1_L03,7,M07GEO1.1,"(L) Here is a triangle. (Point to figure of a triangle.) Find the triangle  whose area is 3 times bigger. Is it figure A, B, or C?",Find the triangle  whose area is 3 times bigger.,A,B,C,c,NA,Triangle143.ai,Triangle13.ai,Square36.ai,Triangle142.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.34,NA,NA,NA
M07GEO1.1_L04,7,M07GEO1.1,"(L) Here is a circle. (Point to figure of a circle.) Find the circle whose area is 3 times bigger. Is it figure A, B, or C?",Find the circle whose area is 3 times bigger.,A,B,C,a,NA,Circle30.ai,Circle24.ai,Square36.ai,Circle31.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,-0.85,-0.85,-0.85,NA
M07GEO1.1_M05,7,M07GEO1.1,"(M) Here is a big square. (Point to figure of a square.) Which square has an area that is 1/2  as large: A, B, or C?",Which square has an area that is 1/2 as large?,A,B,C,b,NA,Square38.ai,Square35.ai,Square37.ai,Square36.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_M05_intro.mp3,Math_G7_M07GEO1.1_M05_stem.mp3,Math_G7_M07GEO1.1_M05_a.mp3,Math_G7_M07GEO1.1_M05_b.mp3,Math_G7_M07GEO1.1_M05_c.mp3,FT,OI,OI,OI,NA,1.07,1.07,1.07,1.07
M07GEO1.1_M06,7,M07GEO1.1,"(M) Here is a big square. (Point to figure of a square.) Which square has an area that is 1/4 as large: A, B, or C?",Which square has an area that is 1/4 as large?,A,B,C,a,NA,Square38.ai,Square37.ai,Square39.ai,Circle30.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_M06_intro.mp3,Math_G7_M07GEO1.1_M06_stem.mp3,Math_G7_M07GEO1.1_M06_a.mp3,Math_G7_M07GEO1.1_M06_b.mp3,Math_G7_M07GEO1.1_M06_c.mp3,FT,NA,NA,OI,NA,2.56,NA,NA,2.5109
M07GEO1.1_M07,7,M07GEO1.1,"(M) Here is a big circle. (Point to figure of a circle.) Which circle has an area that is 1/2 as large: A, B, or C?",Which circle has an area that is 1/2 as large?,A,B,C,b,NA,Circle1.ai,Square36.ai,Circle32.ai,Circle33.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.1_M08,7,M07GEO1.1,"(M) Here is a big triangle. (Point to figure of a triangle.) Which triangle has an area that is 1/2 as large: A, B, or C?",Which triangle has an area that is 1/2 as large?,A,B,C,c,NA,Triangle142.ai,Triangle13.ai,Circle30.ai,Triangle144.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.1_M08_intro.mp3,Math_G7_M07GEO1.1_M08_stem.mp3,Math_G7_M07GEO1.1_M08_a.mp3,Math_G7_M07GEO1.1_M08_b.mp3,Math_G7_M07GEO1.1_M08_c.mp3,FT,NA,NA,OI,NA,1.09,NA,NA,1.3554
M07GEO1.1_SAMPLE,7,M07GEO1.1,"(H) Here is a square with side lengths of two centimeters. (Point to student materials.) Which square has side lengths that are 15 times as large: one with 10 centimeter sides, 30 centimeter sides, or 20 centimeter sides?","Which square has side lengths that are 15 times as large, one with 10 centimeter sides, 30 centimeter sides, or 20 centimeter sides?",10 cm,30 cm,20 cm,b,NA,Square28.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M07GEO1.2_H09,7,M07GEO1.2,"(H) Here are some shapes. (Point to student materials.) Which shape is a pentagon: A, B, or C?",Which shape is a pentagon?,A,B,C,a,NA,NA,Pentagon7.ai,Circle34.ai,Parallelogram.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.2_H10,7,M07GEO1.2,"(H) Here are some shapes. (Point to student materials.) Which shape is a rhombus: A, B, or C?",Which shape is a rhombus?,A,B,C,c,NA,NA,Pentagon7.ai,Circle34.ai,Parallelogram.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.2_H10_intro.mp3,Math_G7_M07GEO1.2_H10_stem.mp3,Math_G7_M07GEO1.2_H10_a.mp3,Math_G7_M07GEO1.2_H10_b.mp3,Math_G7_M07GEO1.2_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.4374
M07GEO1.2_H11,7,M07GEO1.2,"(H) Here are some shapes. (Point to student materials.) Which shape is a hexagon: A, B, or C?",Which shape is a hexagon?,A,B,C,b,NA,NA,Pentagon1.ai,Hexagon2.ai,Parallelogram4.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,-0.12,-0.12,-0.12,NA
M07GEO1.2_H12,7,M07GEO1.2,"(H) Here are some street signs. (Point to student materials.) Which street sign is shaped like a pentagon: A, B, or C?",Which street sign is shaped like a pentagon?,A,B,C,b,NA,NA,Speed_Limit_Sign.ai,Cross_Walk_Sign.ai,Stop_Sign1.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.2_L01,7,M07GEO1.2,"(L) Here is a triangle. (Point to figure of a triangle.) Which shape is a triangle: A, B, or C?",Which shape is a triangle?,A,B,C,c,NA,NA,Circle24.ai,Square40.ai,Triangle145.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.9,NA,NA,NA
M07GEO1.2_L02,7,M07GEO1.2,"(L) Here is a square. (Point to figure of a square.) Which shape is a square: A, B, or C?",Which shape is a square?,A,B,C,a,NA,Square40.ai,Square40.ai,Circle35.ai,Triangle145.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.26,NA,NA,NA
M07GEO1.2_L03,7,M07GEO1.2,"(L) Here are some shapes. (Point to student materials.) Which shape is a triangle: A, B, or C?",Which shape is a triangle?,A,B,C,c,NA,Triangle145.ai,Square40.ai,Circle35.ai,Triangle145.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.2_L04,7,M07GEO1.2,"(L) Here are some shapes. (Point to student materials.) Which shape is a square: A, B, or C?",Which shape is a square?,A,B,C,c,NA,Square40.ai,Triangle145.ai,Circle35.ai,Square40.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.2_M05,7,M07GEO1.2,"(M) Here is a circle. (Point to figure of a circle.) Which shape is a circle: A, B, or C?",Which shape is a circle?,A,B,C,b,NA,Circle35.ai,Square40.ai,Circle35.ai,Triangle145.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G7_M07GEO1.2_M05_intro.mp3,Math_G7_M07GEO1.2_M05_stem.mp3,Math_G7_M07GEO1.2_M05_a.mp3,Math_G7_M07GEO1.2_M05_b.mp3,Math_G7_M07GEO1.2_M05_c.mp3,FT,OI,OI,OI,NA,-2.3,-2.3,-2.3,-2.3
M07GEO1.2_M06,7,M07GEO1.2,"(M) Here is a rectangle. (Point to figure of a rectangle.) Which shape is a rectangle: A, B, or C?",Which shape is a rectangle?,A,B,C,c,NA,Rectangle40.ai,Triangle145.ai,Circle35.ai,Rectangle39.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.9,NA,NA,NA
M07GEO1.2_M07,7,M07GEO1.2,"(M) Here are some shapes. (Point to student materials.) Which shape is a circle: A, B, or C?",Which shape is a circle?,A,B,C,b,NA,NA,Triangle146.ai,Circle34.ai,Square41.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M07GEO1.2_M08,7,M07GEO1.2,"(M) Here are some shapes. (Point to student materials.) Which shape is a rectangle: A, B, or C?",Which shape is a rectangle?,A,B,C,a,NA,NA,Rectangle41.ai,Circle34.ai,Triangle147.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO1.2_SAMPLE,7,M07GEO1.2,"(L) Here are some shapes (Point to student materials.) Which of these shapes is a triangle: A, B, or C?",Which of these shapes is a triangle?,A,B,C,a,NA,NA,Triangle145.ai,Circle35.ai,Square40.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07GEO2.4_H09,7,M07GEO2.4,"(H) You need to tile a floor with 1' X 1' tiles. (Point to student materials.) We can diagram the room to show the length and width. (Point to student materials.) The formula for area is A = L x W. If the room is 5 feet long and 5 feet wide, how many tiles do you need: 25, 30, or 35?","If the room is 5 feet long and 5 feet wide, how many tiles do you need?",25,30,35,a,NA,Square_5ft.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.32,NA,NA
M07GEO2.4_H10,7,M07GEO2.4,"(H) You need to tile a floor with 1' X 1' tiles. (Point to student materials.) We can diagram the room to show the length and width. (Point to student materials.) The formula for area is A = L x W. If the room is 6 feet long and 6 feet wide, how many tiles do you need: 34, 35, or 36?","If the room is 6 feet long and 6 feet wide, how many tiles do you need?",34,35,36,c,NA,Square_6ft.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.3,NA
M07GEO2.4_H11,7,M07GEO2.4,"(H) You need to tile a floor with 1' X 1' tiles. (Point to student materials.) We can diagram the room to show the length and width. (Point to materials.) The formula for area is A = L x W. If the room is 5 feet long and 4 feet wide, how many tiles do you need: 19, 20, or 21?","If the room is 5 feet long and 4 feet wide, how many tiles do you need?",19,20,21,b,NA,Rectangle33.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G7_M07GEO2.4_H11_intro.mp3,Math_G7_M07GEO2.4_H11_stem.mp3,Math_G7_M07GEO2.4_H11_a.mp3,Math_G7_M07GEO2.4_H11_b.mp3,Math_G7_M07GEO2.4_H11_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.5459
