item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M06EXE1.1_SAMPLE,6,M06EXE1.1,"(L) Here is an description of an expression, ""Two times y."" (Point to student materials.) Which of these expressions matches the description: A, B, or C?","Two times y

Which of these expressions matches the description?",y,2y,4y,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_H09,6,M06EXE1.3,"(H) Here is an expression, 3x + 12x + 4x +2. (Point to student materials.) Which of these expressions is the same: A, B, or C?","3x + 12x + 4x + 2

Which of these expressions is the same?",15x + 2,19x + 2,7x + 14,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_H10,6,M06EXE1.3,"(H) Here is an expression, 12y + 12y +12. (Point to student materials.) Which of these expressions is the same: A, B, or C?","12y + 12y + 12

Which of these expressions is the same?",36y,24y,24y + 12,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M06EXE1.3_H11,6,M06EXE1.3,"(H) Here is an expression, 35p - 15p + 5. (Point to student materials.) Which of these expressions is the same: A, B, or C?","35p - 15p +5

Which of these expressions is the same?",20p + 5,25p,50p + 5,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.65,NA
M06EXE1.3_H12,6,M06EXE1.3,"(H) Here is an expression, 40b - 20b + 2. (Point to student materials.) Which of these expressions is the same: A, B, or C?","40b - 20b + 2

Which of these expressions is the same?",60b + 2,20b + 2,18b,b,NA,NA,NA,NA,NA,NA,prompt (SM),number + letter,number + letter,number + letter,Math_G6_M06EXE1.3_H12_intro.mp3,Math_G6_M06EXE1.3_H12_stem.mp3,Math_G6_M06EXE1.3_H12_a.mp3,Math_G6_M06EXE1.3_H12_b.mp3,Math_G6_M06EXE1.3_H12_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.5907
M06EXE1.3_L01,6,M06EXE1.3,"(L) Here is an expression, x + x. (Point to student materials.) Which of these expressions is the same: A, B, or C?","x + x

Which of these expressions is the same?",2x,2 + x,2 ÷ x,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_L02,6,M06EXE1.3,"(L) Here is an expression, 4y + 3y. (Point to student materials.) Which of these expressions is the same: A, B, or C?","4y + 3y

Which of these expressions is the same?",6y,7y,4y,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_L03,6,M06EXE1.3,"(L) Here is an expression, 3m + 3m. (Point to student materials.) Which of these expressions is the same: A, B, or C?","3m + 3m

Which of these expressions is the same?",4m,3 + m,6m,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_L04,6,M06EXE1.3,"(L) Here is an expression, 2b + 3b. (Point to student materials.) Which of these expressions is the same: A, B, or C?","2b + 3b

Which of these expressions is the same?",5b,6b,5 + b,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_M05,6,M06EXE1.3,"(M) Here is an expression, 4m + 3m - 4. (Point to student materials.) Which of these expressions is the same: A, B, or C?","4m + 3m - 4

Which of these expressions is the same?",6m - 3,4m - 4,7m - 4,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.89,1.89,NA
M06EXE1.3_M06,6,M06EXE1.3,"(M) Here is an expression, 15x - 5x + 5. (Point to student materials.) Which of these expressions is the same: A, B, or C?","15x - 5x + 5

Which of these expressions is the same?",20x + 5,10x + 5,15 x + 5,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_M07,6,M06EXE1.3,"(M) Here is an expression, 12 + 3b + 2b. (Point to student materials.) Which of these expressions is the same: A, B, or C?","12 + 3b + 2b

Which of these expressions is the same?",12 + 5b,12 + b,17b,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_M08,6,M06EXE1.3,"(M) Here is an expression, 6k + 4 + 2k. (Point to student materials.) Which of these expressions is the same: A, B, or C?","6k + 4 + 2k

Which of these expressions is the same?",12k,8k + 4,4k + 4,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE1.3_SAMPLE,6,M06EXE1.3,"(M) Here is an expression, x + x - 3. (Point to student materials.) Which of these expressions is the same: A, B, or C?","x + x - 3

Which of these expressions is the same?",2x - 3,x - 3,x + 2,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_H09,6,M06EXE2.5,"(H) Here is an equation, x plus y plus z equals 21.  (Point to student materials.) Which of these values for x, y and z is a possible solution for this equation: x = 5, y = 10, z = 6; x = 6, y = 11, z = 7, or x = 7, y = 12, z = 8?","Which of these values for x, y and z is a possible solution for this equation?","x = 5, y = 10, z = 6","x = 6, y = 11, z = 7","x = 7, y = 12, z = 8",a,NA,Table_XYZ.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_H10,6,M06EXE2.5,"(H) Here is an inequality, 11 minus z is less than or equal to 5.  (Point to student materials.) Which of these values for z is a possible solution for this inequality: z = 2, z = 4 or z = 6?",Which of these values for z is a possible solution for this inequality?,z = 2,z = 4,z = 6,c,NA,Table_Z.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_H11,6,M06EXE2.5,"(H) Here is an inequality, x plus 4 is greater than or equal to 9.  (Point to student materials.) Which of these values for x is a possible solution for this inequality: x = 10, x = 4 or x = 3?",Which of these values for x is a possible solution for this inequality?,x = 10,x = 4,x = 3,a,NA,Table_X1.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_H12,6,M06EXE2.5,"(H) Here is an equation, 43 minus x equals y. (Point to student materials.) Which of these values for x and y is a possible solution for this equation: x = 10, y = 10; x = 20, y = 23; or x = 15, y = 25.",Which of these values for x and y is a possible solution for this equation?,"x = 10, y = 10","x = 20, y = 23","x = 15, y = 25",b,NA,Table_XY1.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_L01,6,M06EXE2.5,"(L) Here is an equation, x plus 4 equals 10.  (Point to student materials.)  Which of these values for x is a possible solution for this equality:  x = 6, x = 7 or x = 8?",Which of these values for x is a possible solution for this equality?,x = 6,x = 7,x = 8,a,NA,Table_X2.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,number only,number only,number only,Math_G6_M06EXE2.5_L01_intro.mp3,Math_G6_M06EXE2.5_L01_stem.mp3,Math_G6_M06EXE2.5_L01_a.mp3,Math_G6_M06EXE2.5_L01_b.mp3,Math_G6_M06EXE2.5_L01_c.mp3,NA,FT,OI,OI,NA,NA,1.37,1.37,1.37
M06EXE2.5_L02,6,M06EXE2.5,"(L)  Here is an equation, 3 plus x equals 5.  (Point to student materials.)  Which of these values for x is a possible solution for this equation:  x = 0, x = 1 or x = 2?",Which of these values for x is a possible solution for this equality?,x = 0,x = 1,x = 2,c,NA,Table_X3.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_L03,6,M06EXE2.5,"(L) Here is an equation, 2 plus x equals 6.  (Point to student materials.)  Which of these values for x is a possible solution for this equation:  x = 3, x = 4 or x = 5?",Which of these values for x is a possible solution for this equality?,x = 3,x = 4,x = 5,b,NA,Table_X4.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_L04,6,M06EXE2.5,"(L) Here is an equation, x plus 6 equals 9.  (Point to student materials.)  Which of these values for x is a possible solution for this equation:  x = 1, x = 2 or x = 3?",Which of these values for x is a possible solution for this equality?,x = 1,x = 2,x = 3,c,NA,Table_X5.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_M05,6,M06EXE2.5,"(M) Here is an equation, 15 minus x equals 3.  (Point to student materials.)  Which of these values for x is a possible solution for this equation:  x = 10, x = 11, or x = 12?",Which of these values for x is a possible solution for this equality?,x = 10,x = 11,x = 12,c,NA,Table_X6.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.96,NA
M06EXE2.5_M06,6,M06EXE2.5,"(M)  Here is an equation, x plus y equals 10.  (Point to student materials.) Which of these values for x and y is a possible solution for this equation: x=3, y=5; x=4, y=6; or x=5, y=7?",Which of these values for x and y is a possible solution for this equation?,"x = 3, y = 5","x = 4, y = 6","x = 5, y = 7",b,NA,Table_XY2.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_M07,6,M06EXE2.5,"(M)  Here is an equation, four plus x equals 20.  (Point to student materials.) Which of these values for x is a possible solution for this equation: x = 16, x = 18, or x = 20?",Which of these values for x is a possible solution for this equation?,x = 16,x = 18,x = 20,a,NA,Table_X7.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_M08,6,M06EXE2.5,"(M) Here is an equation, y minus 4 equals 16.  (Point to student materials.) Which of these values for y is a possible solution for this equation: y = 18, y = 20, or y = 22?",Which of these values for y is a possible solution for this equation?,y = 18,y = 20,y = 22,b,NA,Table_Y1.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.5_SAMPLE,6,M06EXE2.5,"(H) Here is an inequality, 2x plus y is greater than or equal to 10. (Point to student materials.) Which of these values for x and y is a possible solution for this inequality: x=1, y=2; x=2, y=2; or, x=3, y=4?",Which of these values for x and y is a possible solution for this inequality?,"x = 1, y = 2","x = 2, y = 2","x = 3,  y= 5",c,NA,Table_XY3.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,number only,number only,number only,Math_G6_M06EXE2.5_SAMPLE_intro.mp3,Math_G6_M06EXE2.5_SAMPLE_stem.mp3,Math_G6_M06EXE2.5_SAMPLE_a.mp3,Math_G6_M06EXE2.5_SAMPLE_b.mp3,Math_G6_M06EXE2.5_SAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.9237
M06EXE2.7_H09,6,M06EXE2.7,"(H) Here is an expression xy - z, which means x times y minus z. (Point to student materials.) If x = 5, y = 2, and z = 3, what is the value of the expression: 6, 7 or 8?","xy - z

If x = 5, y = 2, and z = 3, what is the value of the expression?",6,7,8,b,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G6_M06EXE2.7_H09_intro.mp3,Math_G6_M06EXE2.7_H09_stem.mp3,Math_G6_M06EXE2.7_H09_a.mp3,Math_G6_M06EXE2.7_H09_b.mp3,Math_G6_M06EXE2.7_H09_c.mp3,FT,NA,NA,OI,NA,1.89,NA,NA,1.6577
M06EXE2.7_H10,6,M06EXE2.7,"(H) Here is an equation 4a + b = c, which means four times a, plus b equals c. (Point to student materials.) If a equals 4, and c equals 20, what is the value of b: 3, 4 or 5?","4a + b = c

If a equals 4, and c equals 20, what is the value of b?",3,4,5,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.7_H11,6,M06EXE2.7,"(H) Here is an equation 20 ÷ x + y = z, which means twenty divided by x, plus y, equals z.  (Point to student materials.) If x equals 5, and y equals 3, what is the value of z: 5, 6, or 7?","20 ÷ x + y = z

If x equals 5, and y equals 3, what is the value of z?",5,6,7,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.67,NA,NA,NA
M06EXE2.7_H12,6,M06EXE2.7,"(H) Here is an equation e + f - g = 24, which means e plus f, minus g, equals 24. (Point to student materials.) If f equals 15, and g equals 3, what is the value of e: 12, 13 or 14?","e + f - g = 24

If f equals 15, and g equals 3, what is the value of e?",12,13,14,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2,NA,NA,NA
M06EXE2.7_L01,6,M06EXE2.7,"(L) Here is an expression, 6 + x, which means six plus x.  (Point to student materials.)    If x = 3, what is the value of the expression: 8, 9 or 10?","6 + x

If x = 3, what is the value of the expression?",8,9,10,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.51,NA,NA,NA
M06EXE2.7_L02,6,M06EXE2.7,"(L)  Here is an expression, 3x, which means three times x.  (Point to student materials.) If x = 2, what is the value of the expression: 2, 4 or 6?","3x

If x = 2, what is the value of the expression?",2,4,6,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.43,NA,NA,NA
M06EXE2.7_L03,6,M06EXE2.7,"(L) Here is an expression, 8 - x, which means eight minus x.  (Point to student materials.) If x = 3, what is the value of the expression: 3, 4 or 5?","8 - x

If x = 3, what is the value of the expression?",3,4,5,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.14,NA,NA,NA
M06EXE2.7_L04,6,M06EXE2.7,"(L) Here is an expression, x ÷ 4, which means x divided by 4.  (Point to student materials.) If x = 8, what is the value of the expression: 1, 2, or 3?","x ÷ 4

If x = 8, what is the value of the expression?",1,2,3,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.76,NA,NA,NA
M06EXE2.7_M05,6,M06EXE2.7,"(M) Here is an expression 2x + 9y, which means 2 times x plus 9 times y.  (Point to student materials.) If x = 5 and y = 2, what is the value of the expression: 28, 29 or 30?","2x + 9y

If x = 5 and y = 2, what is the value of the expression?",28,29,30,a,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G6_M06EXE2.7_M05_intro.mp3,Math_G6_M06EXE2.7_M05_stem.mp3,Math_G6_M06EXE2.7_M05_a.mp3,Math_G6_M06EXE2.7_M05_b.mp3,Math_G6_M06EXE2.7_M05_c.mp3,FT,OI,OI,OI,NA,2.51,2.51,2.51,2.51
M06EXE2.7_M06,6,M06EXE2.7,"(M) Here is an equation 14 + x = y, which means fourteen plus x equals y.  (Point to student materials.) If x = 4, what is the value of the y in this equation: 15, 16 or 18?","14 + x = y

If x = 4, what is the value of the y in this equation?",15,16,18,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.33,1.33,NA,NA
M06EXE2.7_M07,6,M06EXE2.7,"(M) Here is an expression 8x + 6y, which means 8 times x, plus 6 times y.  (Point to student materials.) If x = 2, and y = 1, what is the value of the expression: 5, 6 or 7?","8x + 6y

If x = 2, and y = 1, what is the value of the expression?",22,24,28,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.7_M08,6,M06EXE2.7,"(M) Here is an expression 12x + 2y, which means 12 times x plus 2 times y. (Point to student materials.) If x = 2, and y = 3, what is the value of the expression: 10, 15 or 20?","12x + 2y

If x = 2, and y = 3, what is the value of the expression?",10,20,30,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.7_SAMPLE,6,M06EXE2.7,"(L) Here is an expression, 5x, which means five times x. (Point to student materials.) If x = 2, what is the solution: 2, 5, or 10?","5x

If x = 2, what is the solution?",2,5,10,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.8_H09,6,M06EXE2.8,"(H) In order to buy concert tickets, you have to be at the ticket stand between 4 and 7 pm. (Point to student materials.) Which expression matches the description above for the time period that you have to be there: A, B, or C?",Which expression matches the description above for the time period that you have to be there?,4 ≤ T ≤ 7,T ≤ 7,T ≤ 4,a,NA,Ticket_Window.ai,NA,NA,NA,Plants_Outdoors,prompt + graphic,number only,number only,number only,Math_G6_M06EXE2.8_H09_intro.mp3,Math_G6_M06EXE2.8_H09_stem.mp3,Math_G6_M06EXE2.8_H09_a.mp3,Math_G6_M06EXE2.8_H09_b.mp3,Math_G6_M06EXE2.8_H09_c.mp3,FT,OI,OI,OI,NA,0.79,0.79,0.79,0.79
M06EXE2.8_H10,6,M06EXE2.8,"(H) This is a number line with two inequalities.  X is less than or equal to 15 and y is greater than 20. (Point to student materials.) Which expression matches the number line: A, B, or C?",Which expression matches the number line?,x > 15; y < 20,x ≥ 20; y > 15,x ≤ 15; y > 20,c,NA,NumberLine_0-25a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.8_H11,6,M06EXE2.8,"(H) This is a number line, it shows three expressions. E is greater than or equal to 23, F is less than than 19, G is equal to 21. (Point to student materials.) Which expression matches the number line: A, B, or C?",Which expression matches the number line?,E < 19; F > 23; G ≠ 20,E ≥ 23; F < 19; G = 21,E ≤ 21; F > 19; G < 20,b,NA,NumberLine_0-25b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M06EXE2.8_H12,6,M06EXE2.8,"(H) In order to get the most best fuel mileage, Karen figures out that she needs to drive between 50 and 60 miles per hour. (Point to student materials.)  Which expression matches Karen's situation: A, B, or C?",Which expression matches Karen's situation?,50 ≤ S ≤ 60,51 < S < 59,49 > S > 61,a,NA,Speedometer.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.2,NA,NA,NA
M06EXE2.8_L01,6,M06EXE2.8,"(L) This is a number line.  It shows an inequality, x is greater than 3. (Point to student materials.) Which inequality matches the number line: A, B or C?",Which inequality matches the number line?,x > 3,x < 4,x = 2,a,NA,NumberLine_0-10a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.98,0.98,NA,NA
M06EXE2.8_L02,6,M06EXE2.8,"(L) This is a number line. It shows an inequality, x is less than or equal to 6. (Point to student materials.) Which inequality matches the number line: A, B or C?",Which inequality matches the number line?,x ≥ 6,x ≤ 6,x = 6,b,NA,NumberLine_0-10b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M06EXE2.8_L03,6,M06EXE2.8,"(L) Ahmad wants to go to the movies.  He needs $8 to go to the movies, but he only has $6.  (Point to student materials.) Which inequality matches Ahmad's situation: are ticket prices greater than $6, equal to $6, or less than $6?",Which inequality matches Ahmad's situation?,>,=,<,a,NA,Ticket_8Dollars.ai,NA,NA,NA,Money,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.34,NA,NA,NA
M06EXE2.8_L04,6,M06EXE2.8,"(L) Children under 5 years old get into the fair for free. (Point to student materials.) Which inequality matches this situation: Is the age for free fair admission less than or equal to 3, greater than or equal to 6, or less than or equal to 5?","Which inequality matches this situation: Is the age for free fair admission less than or equal to 3, greater than or equal to 6, or less than or equal to 5?",≤ 3,≥ 6,≤ 5,c,NA,Billboard1.ai,NA,NA,NA,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
