item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M11ALG2.3_H10,11,M11ALG2.3,"(H) Here is an equation with the variable f. (Point to student materials.) This says 4f + 2 = 30. What number times 4, plus 2 equals 30: 3, 5, or 7?","4f +2 = 30

solve for f

What number times 4, plus 2 equals 30?",3,5,7,c,NA,NA,NA,NA,NA,NA,prompt (SM),number/letter only,number/letter only,number/letter only,Math_G11_M11ALG2.3_H10_intro.mp3,Math_G11_M11ALG2.3_H10_stem.mp3,Math_G11_M11ALG2.3_H10_a.mp3,Math_G11_M11ALG2.3_H10_b.mp3,Math_G11_M11ALG2.3_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.4135
M11ALG2.3_H11,11,M11ALG2.3,"(H) Here is an equation with the variable x. (Point to student materials.) This says 2x - 5 = 15. What number, times two, minus five equals 15: 5, 10, or 15?","2x -5 = 15

solve for x

What number, times two, minus five equals 15?",5,10,15,b,NA,NA,NA,NA,NA,NA,prompt (SM),number/letter only,number/letter only,number/letter only,Math_G11_M11ALG2.3_H11_intro.mp3,Math_G11_M11ALG2.3_H11_stem.mp3,Math_G11_M11ALG2.3_H11_a.mp3,Math_G11_M11ALG2.3_H11_b.mp3,Math_G11_M11ALG2.3_H11_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.7618
M11ALG2.3_H12,11,M11ALG2.3,"(H) Here is an equation with the variable a. (Point to student materials.) This says 3z + 9 = 36. What number times three, plus nine equals 36: 7, 8, or 9?","3a + 9 = 36

What number times three, plus nine equals 36?",7,8,9,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M11ALG2.3_L01,11,M11ALG2.3,"(L) Here is an equation with the variable y. (Point to student materials.) This says y + 5 = 10. What number plus 5 equals 10: 5, 6, or 7?","y + 5 = 10

solve for y

What number plus 5 equals 10?",5,6,7,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11ALG2.3_L02,11,M11ALG2.3,"(L) Here is an equation with the variable m. (Point to student materials.) This says 3 - m = 1. Three minus what number equals 1: 1, 2, or 3?","3 -m = 1

solve for m

Three minus what number equals 1?",1,2,3,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11ALG2.3_L03,11,M11ALG2.3,"(L) Here is an equation with the variable d. (Point to student materials.) This says 6 - d = 0. Six minus what number equals 0: 0, 6, or 10?","6 - d = 0

solve for d

Six minus what number equals 0?",0,6,10,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.45,NA,NA
M11ALG2.3_L04,11,M11ALG2.3,"(L) Here is an equation with the variable n. (Point to student materials.) This says n + 10 = 14. What number plus ten equals 14: 3, 4, or 5?","n + 10 = 14

solve for n

What number plus ten equals 14?",3,4,5,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11ALG2.3_M05,11,M11ALG2.3,"(M) Here is an equation with the variable x. (Point to student materials.) This says x + 19 = 34. What number plus 19 equals 34: 15, 24, or 27?","x + 19 = 34

solve for x

What number plus 19 equals 34?",15,24,27,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.7,NA,NA
M11ALG2.3_M06,11,M11ALG2.3,"(M) Here is an equation with the variable y. (Point to student materials.) This says y - 22 = 12. What number minus 22 equals 12: 13, 26, or 34?","y - 22 = 12

solve for y

What number minus 22 equals 12?",13,26,34,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.86,NA
M11ALG2.3_M07,11,M11ALG2.3,"(M) Here is an equation with the variable x. (Point to student materials.) This says 10 times x = 20. What number times 10 equals 20: 2, 3, or 10?","10x = 20

solve for x

What number times 10 equals 20?",2,3,10,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11ALG2.3_M08,11,M11ALG2.3,"(M) Here is an equation with the variable x. (Point to student materials.) This says 3 times x equals 12. What number times 3 equals 12: 3, 4, or 10?","3x = 12

solve for x

What number times 3 equals 12?",3,4,10,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11ALG2.3_SAMPLE,11,M11ALG2.3,"(L) Here is an equation with the variable x. (Point to student materials.) This says x + 1 = 10. What number plus 1 equals 10: 7, 8, or 9?","x + 1 = 10

solve for x

What number plus 1 equals 10?",7,8,9,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AH09,11,M11FUN1.1a,"(H) Here is a picture of a snow covered road. (Point to student materials.) If the road is covered with snow, does the likelihood of a no school/snow day increase, decrease, or stay the same?","If the road is covered with snow, does the likelihood of a no school/snow day increase, decrease, or stay the same?",increase,decrease,same,a,NA,Snow8.ai,NA,NA,NA,Weather,prompt + graphic,number/letter only,number/letter only,number/letter only,Math_G11_M11FUN1.1AH09_intro.mp3,Math_G11_M11FUN1.1AH09_stem.mp3,Math_G11_M11FUN1.1AH09_a.mp3,Math_G11_M11FUN1.1AH09_b.mp3,Math_G11_M11FUN1.1AH09_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.6899
M11FUN1.1AH10,11,M11FUN1.1a,"(H)  Here are some clothes drying in the sunlight on a line. (Point to student materials.) If the sun goes behind the clouds will the chance of the clothes drying quickly increase, decrease, or stay the same?","If the sun goes behind the clouds will the chance of the clothes drying quickly increase, decrease, or stay the same?",increase,decrease,same,b,NA,Clothesline.ai,NA,NA,NA,Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.45,NA
M11FUN1.1AH11,11,M11FUN1.1a,"(H)  This is Eli.  He eats lunch every day at Noon.  (Point to student materials.) If he is two hours late for lunch, is his hunger level likely to increase, decrease, or stay the same?","If he is two hours late for lunch, is his hunger level likely to increase, decrease, or stay the same?",increase,decrease,same,a,NA,Boy_Eating_Clock.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M11FUN1.1AH12,11,M11FUN1.1a,"(H)  Here is some seaweed on the beach. (Point to student materials.) When the tide goes out and the water level goes down, is it more likely the seaweed will get dry, wet, or stay the same?","When the tide goes out and the water level goes down, is it more likely the seaweed will get dry, wet, or stay the same?",dry,wet,same,a,NA,Beach4.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AL01,11,M11FUN1.1a,"(L)  Here is a line graph that shows how a boy gets taller as he grows older. (Point to student materials). As this boy grows older, is he more likely to grow taller, grow shorter, or stay the same?","As this boy grows older, is he more likely to grow taller, grow shorter, or stay the same?",taller,shorter,same,a,NA,LineGraph_BoysHeight.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.63,NA,NA
M11FUN1.1AL02,11,M11FUN1.1a,"(L)  Here is a line graph that shows how a tree gets wider as it grows older.  (Point to student materials).  As the trees gets older, is it more likely to grow wider, narrower, or stay the same width?","As the trees gets older, is it more likely to grow wider, narrower, or stay the same width?",wider,narrower,same,a,NA,LineGraph_TreeWidth.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AL03,11,M11FUN1.1a,"(L) Here is a line graph that shows how a dog's weight increases as it ages. (Point to student materials.) As the dog gets older, is it likely to stay the same weight, gain weight, or lose weight?","As the dog gets older, is it likely to stay the same weight, gain weight, or lose weight?",same,gain,lose,b,NA,LineGraph_DogWeight.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AL04,11,M11FUN1.1a,"(L)  Here is a line graphs that shows how the temperature outside increases as the sun rises.  (Point to student materials.)  As the sun gets higher in the sky, is the temperature more likely to increase, less decrease, or stay the same?","As the sun gets higher in the sky, is the temperature more likely to increase, less decrease, or stay the same?",increase,decrease,same,a,NA,LineGraph_TempIncrease.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AM05,11,M11FUN1.1a,"(M)  Here is a line graph that shows how continued daily exercise decreases a person's weight.  (Point to student materials). As this person exercises more, would you expect their weight to increase, decrease, or stay the same?","As this person exercises more, would you expect their weight to increase, decrease, or stay the same?",increase,decrease,same,b,NA,PlotGraph_Exercise.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.41,NA
M11FUN1.1AM06,11,M11FUN1.1a,"(M)  Here is a line graph that shows how a tire loses air pressure with daily of use. (Point to student materials). As the tire is used over time, is the air pressure likely to decrease, increase, or stay the same?","As the tire is used over time, is the air pressure likely to decrease, increase, or stay the same?",decrease,increase,same,a,NA,LineGraph_AirPressure.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AM07,11,M11FUN1.1a,"(M) Here is a line graph showing the number of hours of TV a person watched each day for a week. (Point to student materials.) Looking at the graph, do you think the person generally watched more TV, less TV, or is it not possible to tell with this information?","ooking at the graph, do you think the person generally watched more TV, less TV, or is it not possible to tell with this information?",more TV,less TV,cannot tell,c,NA,LineGraph_TV.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.1AM08,11,M11FUN1.1a,"(M) Here is a line graph that shows how a car's value decreases as it ages. (Point to student materials.) As the car gets older, is it likely to stay the same value, decrease in value, or increase in value?","As the car gets older, is it likely to stay the same value, decrease in value, or increase in value?",same,decrease,increase,b,NA,LineGraph_CarValue.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.65,NA,NA
M11FUN1.1ASAMPLE,11,M11FUN1.1a,"(H) Here is a picture of Ruby running. (Point to student materials.) Will Ruby's heartbeat likely increase, decrease, or stay the same if she runs faster?","Will Ruby's heartbeat likely increase, decrease, or stay the same if she runs faster?",increase,decrease,same,a,NA,Girl_Running1.ai,NA,NA,NA,People,prompt + graphic,number/letter only,number/letter only,number/letter only,Math_G11_M11FUN1.1ASAMPLE_intro.mp3,Math_G11_M11FUN1.1ASAMPLE_stem.mp3,Math_G11_M11FUN1.1ASAMPLE_a.mp3,Math_G11_M11FUN1.1ASAMPLE_b.mp3,Math_G11_M11FUN1.1ASAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.2799
M11FUN1.2_H09,11,M11FUN1.2,"(H) Here is a number sequence: 40, 20, __, 5. (Point to student materials.) What number is missing in this sequence: 15, 10, or 5?","40, 20, __, 5

What number is missing in this sequence?",15,10,5,b,NA,NA,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.46,NA,NA,NA
M11FUN1.2_H10,11,M11FUN1.2,"(H) Here is a number sequence: 3, 6, __, 24. (Point to student materials.) What number is missing in this sequence: 10, 12, or 14?","3, 6, __, 24

What number is missing in this sequence?",10,12,14,b,NA,NA,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.47,NA,NA,NA
M11FUN1.2_H11,11,M11FUN1.2,"(H) Here is a number sequence: 2, __, 8, 16.  (Point to student materials.) What number is missing in this sequence: 4, 6, or 7?","2, __, 8, 16

What number is missing in this sequence?",4,6,7,a,NA,NA,NA,NA,NA,Transportation,prompt (SM),number/letter only,number/letter only,number/letter only,Math_G11_M11FUN1.2_H11_intro.mp4,Math_G11_M11FUN1.2_H11_stem.mp4,Math_G11_M11FUN1.2_H11_a.mp4,Math_G11_M11FUN1.2_H11_b.mp4,Math_G11_M11FUN1.2_H11_c.mp4,FT,OI,OI,OI,NA,1.04,1.04,1.04,1.04
M11FUN1.2_H12,11,M11FUN1.2,"(H) Here is a number sequence: 1, 4, __, 64.  (Point to student materials.) What number is missing in this sequence: 6, 14, or 16?","1, 4, __, 64

What number is missing in this sequence?",6,14,16,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.19,NA,NA,NA
M11FUN1.2_L01,11,M11FUN1.2,"(L) Here is a number sequence: 2, 4, 6, 8. (Point to student materials.) What number has been added to each of the numbers in this sequence: 2, 3, or 4?","2, 4, 6, 8

What number has been added to each of the numbers in this sequence?",2,3,4,a,NA,NA,NA,NA,NA,NA,prompt (SM),number/letter only,number/letter only,number/letter only,Math_G11_M11FUN1.2_L01_intro.mp3,Math_G11_M11FUN1.2_L01_stem.mp3,Math_G11_M11FUN1.2_L01_a.mp3,Math_G11_M11FUN1.2_L01_b.mp3,Math_G11_M11FUN1.2_L01_c.mp3,FT,OI,OI,OI,NA,0.66,0.66,0.66,0.66
M11FUN1.2_L02,11,M11FUN1.2,"(L) Here is a number sequence: 1, 4, 7, 10. (Point to student materials.) What number has been added to each of the numbers in this sequence: 2, 3, or 4?","1, 4,7, 10

What number has been added to each of the numbers in this sequence?",2,3,4,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.26,NA,NA,NA
M11FUN1.2_L03,11,M11FUN1.2,"(L) Here is a number sequence: 2, 6, 10, 14. (Point to student materials.) What number has been added to each of the numbers in this sequence: 2, 3, or 4?","2, 6, 10, 14

What number has been added to each of the numbers in this sequence?",2,3,4,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.25,NA,NA,NA
M11FUN1.2_L04,11,M11FUN1.2,"(L) Here is a number sequence: 1, 6, 11, 16. (Point to student materials.) What number has been added to each of the numbers in this sequence: 3, 4, or 5?","1, 6, 11, 16

What number has been added to each of the numbers in this sequence?",3,4,5,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.2_M05,11,M11FUN1.2,"(M) Here is a number sequence: 12, __, 8, 6. (Point to student materials.) What number is missing from this sequence: 4, 8, or 10?","12, __, 8, 6

What number is missing in this sequence?",4,8,10,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.55,NA,NA,NA
M11FUN1.2_M06,11,M11FUN1.2,"(M) Here is a number sequence: 10, 8, __, 4. (Point to student materials.) What number is missing from this sequence: 4, 6, or 8?","10, 8, __, 4

What number is missing in this sequence?",4,6,8,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.63,NA,NA,NA
M11FUN1.2_M07,11,M11FUN1.2,"(M) Here is a number sequence: 20, 15, 10, __. (Point to student materials.) What number is missing from this sequence: 3, 4, or 5?","20, 15, 10, __

What number is missing in this sequence?",3,4,5,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.06,NA,NA,NA
M11FUN1.2_M08,11,M11FUN1.2,"(M) Here is a number sequence: 20, 14, __, 2. (Point to student materials.) What number is missing from this sequence: 6, 8, or 10?","20, 14, __, 2

What number is missing in this sequence?",6,8,10,b,NA,NA,NA,NA,NA,NA,prompt (SM),number/letter only,number/letter only,number/letter only,Math_G11_M11FUN1.2_M08_intro.mp3,Math_G11_M11FUN1.2_M08_stem.mp3,Math_G11_M11FUN1.2_M08_a.mp3,Math_G11_M11FUN1.2_M08_b.mp3,Math_G11_M11FUN1.2_M08_c.mp3,FT,OI,OI,OI,NA,1.53,1.53,1.53,1.53
M11FUN1.2_SAMPLE,11,M11FUN1.2,"(L) Here is a number sequence: 1, 8, 15, 22. (Point to student materials.) What number has been added to the numbers in this sequence: 7, 8, or 9?","1, 8, 15, 22

What number has been added to each of the numbers in this sequence?",7,8,9,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_H09,11,M11FUN1.5,"(H)  Here are two different boats moving at different speeds. (Point to student materials.) Boat A goes 110 kilometers per hour. Boat B goes 85 kilometers per hour. Which boat is faster: A, B, or are they the same?","Which boat is faster, or are they the same?",A,B,same,a,NA,Boat5.ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M11FUN1.5_H10,11,M11FUN1.5,"(H)  Here are two different cars driving at various speeds. (Point to student materials.) Car A goes 120 kilometers per hour.  Car B goes 120 kilometers per hour. Which car is faster: A, B, or are they the same?","Which car is faster, or are they the same?",A,B,same,c,NA,Car12.ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_H11,11,M11FUN1.5,"(M)  Here are three trains moving at different speeds. (Point to student materials.) Train A goes at 150 kilometers per hour.  Train B goes at  143 kilometers per hour. Which train is faster; A, B, or are they the same?","Which train is faster, or are they the same?",A,B,same,a,NA,Train6.ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_H12,11,M11FUN1.5,"(M)  Here are three different birds flying at different speeds. (Point to student materials.)  The sparrow flies 183 kilometers per hour. The hawk flies 160 kilometers per hour. The parrot flies 175 kilometers per hour.  Which bird is flying the slowest: the sparrow, hawk, or parrot?",Which bird is flying the slowest?,sparrow,hawk,parrot,b,NA,Birds_km_h2.ai,NA,NA,NA,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_L01,11,M11FUN1.5,"(L)  Here are three different boats moving at different speeds. (Point to student materials.)  Boat A goes 10 kilometers per hour.  Boat B goes 15 kilometers per hour. Boat C goes 20 kilometers per hour. Which boat is going the fastest: A, B, or C?",Which boat is going the fastest?,A,B,C,c,NA,Boat6.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_L02,11,M11FUN1.5,"(L)  Here are three different cars driving at different speeds. (Point to student materials.) Car A goes 5 kilometers per hour. Car B goes 10 kilometers per hour. Car C goes 15 kilometers per hour. Which car is going the fastest: A, B, or C?",Which car is going the fastest?,A,B,C,c,NA,Car13.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_L03,11,M11FUN1.5,"(L)  Here are three different kids walking at different speeds. (Point to student materials.) Alex walks 2  kilometers per hour. Bella walks 3 kilometers per hour. Carson walks 5 kilometers per hour. Which kid is walking the fastest: Alex, Bella, or Carson?",Which kid is walking the fastest?,Alex,Bella,Carson,c,NA,Kids_km_h2.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11FUN1.5_L04,11,M11FUN1.5,"(L)  Here are three different birds flying at different speeds. (Point to student materials.) The sparrow flies 8 kilometers per hour.  The hawk flies 9 kilometers per hour. The parrot flies 10 kilometers per hour.  Which bird is flying the fastest: sparrow, hawk, parrot?",Which bird is flying the fastest?,sparrow,hawk,parrot,c,NA,Birds_km_h3.ai,NA,NA,NA,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.4,NA,NA
M11FUN1.5_M05,11,M11FUN1.5,"(M)  Here are three different boats moving at different speeds. (Point to student materials.) Boat A goes 100 kilometers per hour. Boat B goes 85 kilometers per hour. Boat C goes 20 kilometers per hour. Which boat is going the fastest: A, B, or C?",Which boat is going the fastest?,A,B,C,a,NA,Boat7.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
