grade_for_match,content,item,delta,grades
5,Science,S05LFS2.1H15,-0.6624004556216525,A
5,Science,S05LFS2.1H23,0.9322659732411932,A
5,Science,S05LFS2.1L25,-0.7769887421757457,A
5,Science,S05LFS2.1M12,0.28868289544982945,A
5,Science,S05LFS2.1M30,0.12128689727611622,A
5,Science,S05LFS2.1M5,-0.15010268487130815,A
5,Science,S05PHS1.1H24,1.2547916488695272,B
5,Science,S05PHS1.1M22,-0.5312849590580982,A
5,Science,S05PHS1.2H15,-0.5502128191225741,A
5,Science,S05PHS1.3H16,0.69721214693996,A
5,Science,S05PHS1.3H23,-0.3300776436990176,A
5,Science,S05PHS1.3H24,-0.17661777583737295,A
5,Science,S05PHS1.3M4,0.9001746202150023,A
5,Science,S05PHS1.4H16,0.33335571075929216,A
5,Science,S05PHS1.4H23,-0.5232655067055617,A
5,Science,S05PHS1.4H31,-1.1276343036393015,B
5,Science,S05PHS2.1H15,-0.6017138618715859,A
5,Science,S05PHS2.1L17,0.5679946768135609,A
5,Science,S05PHS2.1M5,-0.028341071297030136,A
5,Science,S05PHS3.1H6,0.07086837898911598,A
5,Science,S05PHS3.1L10,-1.1131431656702637,B
11,ELA,E11LA1H09,0.18503318418539383,A
11,ELA,E11LA1H10,0.19046899274948612,A
11,ELA,E11LA1H12,0.7914747853405649,A
11,ELA,E11LA2H11,-1.0827898058164602,B
11,ELA,E11RI1H10,-0.16817278926793439,A
11,ELA,E11RI1L02,-1.5216292683252057,C
11,ELA,E11RI2H12,-0.7667667464770537,A
11,ELA,E11RI2H13,-1.5987513607356314,C
11,ELA,E11RI2HSAMPLE,0.8281853699805622,A
11,ELA,E11RI2M08,0.1278316356494147,A
11,ELA,E11RI3H12,-0.6858788874471277,A
11,ELA,E11RI3M06,0.567288977535765,A
11,ELA,E11RI4H10,0.5568966376559541,A
11,ELA,E11RI4M06,0.4328427724773692,A
11,ELA,E11RI5H12,-0.17602908578383053,A
11,ELA,E11RI6H10,-0.2280931906061552,A
11,ELA,E11RI9H11,1.1156225230876913,B
11,ELA,E11RI9H12,-1.0749376439419986,B
11,ELA,E11RL1H09,-0.5345853339504598,A
11,ELA,E11RL1L01,-0.5538202066726475,A
11,ELA,E11RL1M07,-0.3102971612998151,A
11,ELA,E11RL1M08,-1.810812036614889,C
11,ELA,E11RL3H10,0.21634607891239108,A
11,ELA,E11RL3H12,-0.6149143681149494,A
11,ELA,E11RL4H09,-0.8932232534672302,A
11,ELA,E11RL4H10,0.7953037873880007,A
11,ELA,E11RL4H12,-0.8414489011184687,A
11,ELA,E11RL6H10,-1.411633852971054,B
11,ELA,E11RL6H11,0.5425822577373016,A
11,ELA,E11RL6H12,0.04719825846231347,A
11,ELA,E11RL6M06,0.27545394171269033,A
11,ELA,E11WR2L03,0.15349003558068314,A
11,ELA,E11WR3H09,0.785591737521575,A
11,ELA,E11WR3M07,-0.6755460770744721,A
11,ELA,E11WR4H09,0.7330255120302638,A
11,ELA,E11WR4H11,-0.5771221428677755,A
11,ELA,E11WR4H13,-0.6217448550853385,A
11,ELA,E11WR4HSAMPLE,0.5081074815182507,A
11,ELA,E11WR4L01,0.7860796689748272,A
11,ELA,E11WR4L02,1.5325380792799068,C
11,ELA,E11WR4L04,1.3388458951355278,B
11,ELA,E11WR4M05,1.1221851686959967,B
11,ELA,E11WR4M06,1.3186282818769004,B
11,ELA,E11WR4M07,0.9935249201816945,A
11,ELA,E11WR5H09,0.49413412078524316,A
11,ELA,E11WR5H11,-0.9886147536848725,A
11,ELA,E11WR9H09,0.26944475551960356,A
11,ELA,E11WR9H11,-0.2441259056284191,A
11,Math,M11ALG1.1AL01,-0.7099496244835852,A
11,Math,M11ALG1.1AM06,-0.7408571694092653,A
11,Math,M11ALG1.1ASAMPLE,-1.0858872463888052,B
11,Math,M11ALG2.3_H12,-0.6692878043268051,A
11,Math,M11FUN1.1AH11,0.12457252159203291,A
11,Math,M11FUN1.2_L01,-0.236323215041161,A
11,Math,M11FUN1.2_L03,-0.445233621921086,A
11,Math,M11FUN1.2_M08,1.333876034888943,B
11,Math,M11FUN1.5_H09,0.5959087171881439,A
11,Math,M11FUN1.5_SAMPLE,-0.6111166823349049,A
11,Math,M11FUN2.5H09,0.7951721548322054,A
11,Math,M11FUN2.5H12,0.20561971866469642,A
11,Math,M11FUN2.6_H10,-0.3730406587822449,A
11,Math,M11FUN2.6_M05,0.17310518598343247,A
11,Math,M11FUN2.6_M07,-0.2914776426857823,A
11,Math,M11FUN3.7AM05,0.012901550667494741,A
11,Math,M11FUN3.9_L01,0.389958335030247,A
11,Math,M11GCO4.13H11,-1.7644529525938002,C
11,Math,M11GCO4.13H12,-0.31371293835916036,A
11,Math,M11GCO4.13L03,0.5139198315500736,A
11,Math,M11GCO4.13M06,-0.2683789226328468,A
11,Math,M11GMG1.1_H09,0.14277670354806252,A
11,Math,M11GMG1.1_H10,-0.034397239150756515,A
11,Math,M11GMG1.1_M06,-1.9400267885116507,C
11,Math,M11GPE2.4_H10,-0.0854932584618882,A
11,Math,M11GPE2.4_H12,-0.12594383693237782,A
11,Math,M11GPE2.6_H10,0.3339458258703249,A
11,Math,M11GPE2.7_H12,0.9368235113396425,A
11,Math,M11GPE2.7_L02,0.6012147269838375,A
11,Math,M11GRT2.5_H10,0.07565929081452327,A
11,Math,M11GRT2.5_M05,0.5143974649393642,A
11,Math,M11GRT2.5_M06,-0.37958943927006283,A
11,Math,M11NAQ1.1_H11,-0.2211708601393396,A
11,Math,M11NAQ1.1_L03,0.3810559395391957,A
11,Math,M11NAQ1.1_M05,1.041173122686153,B
11,Math,M11NAQ1.1_M06,-0.8987835241110762,A
11,Math,M11NAQ2.4AH11,0.6136501337855031,A
11,Math,M11NAQ2.4AM06,0.4559446358164385,A
11,Math,M11STP1.1_H12,0.6914517959962634,A
11,Math,M11STP1.1_L01,-0.5452767532280183,A
11,Math,M11STP1.2_H10,0.6174373805033241,A
11,Math,M11STP1.2_L03,0.3676830921492266,A
11,Math,M11STP1.5_H10,1.5409812870108095,C
11,Math,M11STP1.5_L02,-0.727558548623329,A
11,Math,M11STP1.5_SAMPLE,-0.8024232907191279,A
11,Math,M11STP1.6AH10,-1.0262934207288779,B
11,Math,M11STP2.6_H12,1.070976623476878,B
11,Math,M11STP2.6_L01,0.04434621409627216,A
11,Science,S11ESS1.1L16,0.2565391906772709,A
11,Science,S11ESS1.4H15,1.1898462888880255,B
11,Science,S11ESS1.4L2,0.32363049477251793,A
11,Science,S11ESS2.1H20,0.1942854646047666,A
11,Science,S11ESS2.5H15,-0.28566340698174114,A
11,Science,S11ESS2.5H19,-0.9062587893757206,A
11,Science,S11ESS2.5H9,0.2318513504470147,A
11,Science,S11ESS2.5L2,-0.353027526542761,A
11,Science,S11ESS2.5M13,-0.16500509606965041,A
11,Science,S11ESS3.1H15,-0.07605313886510265,A
11,Science,S11ESS3.1H4,0.5061689688221527,A
11,Science,S11ESS3.1HSAMPLE,0.7739817751798495,A
11,Science,S11ESS3.1L16,0.16132688239990944,A
11,Science,S11ESS3.1M13,0.9883318480746515,A
11,Science,S11ESS3.4M13,-0.4755205965896977,A
11,Science,S11ETS1.1H14,-0.07767279326115649,A
11,Science,S11ETS1.1H4,-1.863132362456179,C
11,Science,S11ETS1.1H9,-1.3970880883984118,B
11,Science,S11LFS1.2H10,-0.09641225569485226,A
11,Science,S11LFS1.2H4,0.5526406315691633,A
11,Science,S11LFS1.5M13,-0.08697880997763456,A
11,Science,S11LFS1.7H14,0.06525624442942868,A
11,Science,S11LFS1.7M9,0.34564570731909144,A
11,Science,S11LFS2.2H20,-0.7578555707227469,A
11,Science,S11LFS2.2H9,-0.8018679896186227,A
11,Science,S11LFS2.2HSAMPLE,-0.07909314190693847,A
11,Science,S11LFS2.2L1,0.46782052750213504,A
11,Science,S11LFS3.2H5,-0.26573424497584125,A
11,Science,S11LFS4.3H14,0.1953227428759808,A
11,Science,S11LFS4.3L1,-0.09602263557926,A
11,Science,S11LFS4.3L7,-0.6645241368120685,A
11,Science,S11LFS4.4H15,-0.10984898686708279,A
11,Science,S11PHS1.2H09,0.11267395001522512,A
11,Science,S11PHS1.2L06,-1.1130103405860616,B
11,Science,S11PHS1.2L12,0.7752564479697133,A
11,Science,S11PHS1.3H14,1.0034032937280835,B
11,Science,S11PHS1.3H15,0.9618710450927449,A
11,Science,S11PHS1.7H15,0.2345198654359117,A
11,Science,S11PHS2.1H14,-0.6850179902944881,A
11,Science,S11PHS2.1L17,-1.2707443651622374,B
11,Science,S11PHS2.1L6,-1.0464031644501584,B
11,Science,S11PHS2.1M12,0.07060932008072772,A
11,Science,S11PHS3.4H15,1.2811856758100602,B
11,Science,S11PHS3.4H20,-0.3189476186310663,A
11,Science,S11PHS3.4L6,-2.230207273581978,C
11,Science,S11PHS4.1L11,1.3541362707486555,B
11,Science,S11PHS4.2H19,-1.6672816432811879,C
11,Science,S11PHS4.2M17,-2.5932026374164674,C
8,ELA,E08LA1H11,0.036505424957755286,A
8,ELA,E08LA1H12,1.5995636750702,C
8,ELA,E08LA2H12,-0.13397142811995832,A
8,ELA,E08LA3H09,-0.09607481948665944,A
8,ELA,E08LA3L01,-0.20141264942255283,A
8,ELA,E08LA4H12,0.1125679514128807,A
8,ELA,E08LA5H09,-0.42347779513507694,A
8,ELA,E08RI1H10,1.566547714744604,C
8,ELA,E08RI1M06,0.8884504892871953,A
8,ELA,E08RI3H11,-0.18308471755966713,A
8,ELA,E08RI3H12,0.4808338820142878,A
8,ELA,E08RI3L03,0.23846977184864263,A
8,ELA,E08RI3M07,-0.0010534329864506568,A
8,ELA,E08RI4H09,0.6520179910454293,A
8,ELA,E08RI4M05,0.8898810827427205,A
8,ELA,E08RI6H10,0.18235884841229308,A
8,ELA,E08RI6H11,-0.20485016080026386,A
8,ELA,E08RI8H12,0.14369169994375508,A
8,ELA,E08RI8MSAMPLE,1.1343239615706089,B
8,ELA,E08RI9H09,-1.2627829074884604,B
8,ELA,E08RI9H11,1.4232810183590316,B
8,ELA,E08RI9M07,0.5479103284852203,A
8,ELA,E08RL1H09,-0.6898536130228601,A
8,ELA,E08RL1H12,-0.7148010967198138,A
8,ELA,E08RL2L01,-0.832469296385826,A
8,ELA,E08RL3HSAMPLE,0.3189357853049858,A
8,ELA,E08RL3M08,0.19641689664994091,A
8,ELA,E08RL4M07,-1.0186636457945122,B
8,ELA,E08RL4M08,-1.0984222917620605,B
8,ELA,E08RL6H09,-0.002469965675245023,A
8,ELA,E08RL6H10,0.05985407289764755,A
8,ELA,E08RL6L02,0.21177897384899813,A
8,ELA,E08RL6M07,-0.10645722460352813,A
8,ELA,E08WR1M06,-0.08323423245842493,A
8,ELA,E08WR2L02,0.5491675039704393,A
8,ELA,E08WR2M08,-0.23856976589664913,A
8,ELA,E08WR3M06,0.8617397883820141,A
8,ELA,E08WR4H09,-0.14850156811190113,A
8,ELA,E08WR4H12,0.29898203316677074,A
8,ELA,E08WR4L01,-0.9661916669036568,A
8,ELA,E08WR4L02,-1.986085569488903,C
8,ELA,E08WR4M06,-1.0563872162160017,B
8,ELA,E08WR4M08,-0.6946339948578435,A
8,ELA,E08WR5H10,0.17792938192408503,A
8,ELA,E08WR5M07,0.8091454641015071,A
8,ELA,E08WR9H10,0.388569766386447,A
8,ELA,E08WR9H12,1.0603655737516935,B
8,ELA,E08WR9M05,-0.9346363140675551,A
8,Math,M08EXE1.1_H09,-0.4704332233399608,A
8,Math,M08EXE1.1_M05,-0.4019469070083865,A
8,Math,M08EXE1.1_M06,-0.18496746907227513,A
8,Math,M08EXE1.3_H10,-0.009342597489106675,A
8,Math,M08EXE1.3_SAMPLE,0.19343309942617734,A
8,Math,M08EXE1.4_M07,-1.1492557697612804,B
8,Math,M08EXE2.5_L01,0.7239904742889796,A
8,Math,M08EXE2.5_M06,0.6812845202099399,A
8,Math,M08EXE2.6_H11,-1.1053746928990564,B
8,Math,M08EXE2.6_M06,0.964863827978312,A
8,Math,M08EXE2.6_M07,-0.04149034418417551,A
8,Math,M08EXE3.7AH11,0.09205117604458163,A
8,Math,M08EXE3.7AH12,-1.3664861517943145,B
8,Math,M08EXE3.7AM08,0.8818432018909459,A
8,Math,M08FUN1.1_H10,-0.21202410673523053,A
8,Math,M08FUN1.1_L03,0.3822767468425968,A
8,Math,M08FUN1.2_H09,-0.6057319457680941,A
8,Math,M08FUN1.2_L01,0.3862546292812487,A
8,Math,M08FUN2.4_H10,-0.911448541398651,A
8,Math,M08FUN2.4_H12,-0.06924223305625614,A
8,Math,M08FUN2.4_M05,-0.7277904570670947,A
8,Math,M08FUN2.5_L02,-0.5497428668821949,A
8,Math,M08FUN2.5_M07,-0.5629919817889558,A
8,Math,M08GEO1.2_L01,0.012169360303231829,A
8,Math,M08GEO1.2_M08,0.3873467048533989,A
8,Math,M08GEO1.4_L04,-0.037702081834957976,A
8,Math,M08GEO1.4_SAMPLE,-0.01933445625727202,A
8,Math,M08GEO2.6_H09,-0.9076493656002068,A
8,Math,M08GEO2.6_H11,0.07755923138398065,A
8,Math,M08GEO2.6_H12,0.17390694711974114,A
8,Math,M08GEO2.6_L02,0.8557122935280314,A
8,Math,M08GEO3.9_H10,-0.2275631572268528,A
8,Math,M08STP1.1_H12,0.1376275099037082,A
8,Math,M08STP1.3_H09,0.09813834140480765,A
8,Math,M08STP1.3_L02,0.7198577827739283,A
8,Math,M08STP1.3_M05,0.4696774079510803,A
8,Math,M08STP1.3_M08,1.153331752041511,B
8,Math,M08STP1.3_SAMPLE,-0.6984370302343412,A
8,Math,M08STP1.4_H11,1.074887606333534,B
8,Math,M08STP1.4_M05,-0.040417609285344255,A
8,Math,M08STP1.4_M08,-1.0703941403939659,B
8,Math,M08TNS1.1_H10,-0.6634016683604335,A
8,Math,M08TNS1.1_L02,0.036773811875839196,A
8,Math,M08TNS1.1_L04,-0.37740132527717457,A
8,Math,M08TNS1.1_M05,0.2442916202057751,A
8,Math,M08TNS1.1_M08,-0.12932772886111907,A
8,Math,M08TNS1.2_L03,0.1508166371540737,A
8,Math,M08TNS1.2_M07,0.21741314666476863,A
8,Science,S08ESS1.2H14,1.6888342459062953,C
8,Science,S08ESS1.2H20,0.5399572259241006,A
8,Science,S08ESS1.2H5,0.513981352065155,A
8,Science,S08ESS1.2L7,-0.237317844896703,A
8,Science,S08ESS1.3M17,0.07732294676690339,A
8,Science,S08ESS2.2H20,0.4706366069093811,A
8,Science,S08ESS2.2H4,0.4372723273894689,A
8,Science,S08ESS2.2H5,1.5434423127227819,C
8,Science,S08ESS2.4H15,-0.066188678109294,A
8,Science,S08ESS2.5H20,-1.754086291618601,C
8,Science,S08ESS3.3H20,-0.5162274956055614,A
8,Science,S08ESS3.3L1,-0.7558729720306395,A
8,Science,S08ESS3.4H4,0.9333909118269679,A
8,Science,S08ESS3.4M3,-1.1872916868602268,B
8,Science,S08ETS1.1H19,0.4740087802726347,A
8,Science,S08ETS1.1M17,-0.975547737352615,A
8,Science,S08ETS1.2H14,0.18093823919906993,A
8,Science,S08ETS1.2H15,0.25190841261114116,A
8,Science,S08ETS1.2H4,0.12427819371803853,A
8,Science,S08ETS1.2M3,-2.2119143247296256,C
8,Science,S08LFS1.3H10,0.42732665702762496,A
8,Science,S08LFS1.3H15,-0.601359446496066,A
8,Science,S08LFS1.4H15,-1.054105885557672,B
8,Science,S08LFS1.6H15,1.002581251750689,B
8,Science,S08LFS1.6H19,0.6516511927363003,A
8,Science,S08LFS1.6L6,-1.6010510244152216,C
8,Science,S08LFS1.7H15,-0.8218305826632981,A
8,Science,S08LFS1.7H5,-0.7824723079544662,A
8,Science,S08LFS1.7M8,0.3473425038872529,A
8,Science,S08LFS2.1H5,0.10764911533096971,A
8,Science,S08LFS2.2H4,0.9055220395857152,A
8,Science,S08LFS2.2M2,-1.6163828573451147,C
8,Science,S08LFS3.2H5,-0.03788737818280782,A
8,Science,S08LFS4.2H5,-0.15013765323333872,A
8,Science,S08PHS1.2H05,0.24803440042399982,A
8,Science,S08PHS1.2H09,0.2712731539644195,A
8,Science,S08PHS1.2M18,-0.64975842485258,A
8,Science,S08PHS1.3H15,0.20024197312583314,A
8,Science,S08PHS1.3H20,-1.1019183352339443,B
8,Science,S08PHS2.1HSAMPLE,0.8844071116149657,A
8,Science,S08PHS2.1L11,0.3114721315754625,A
8,Science,S08PHS2.1M8,0.3521098754802691,A
8,Science,S08PHS2.2L11,1.7775531224742478,C
8,Science,S08PHS3.4H20,-0.8590054076278818,A
8,Science,S08PHS3.4M7,0.33697108319330243,A
8,Science,S08PHS4.2H14,-0.42549703254689003,A
8,Science,S08PHS4.2H20,0.8411978169632388,A
8,Science,S08PHS4.2M19,0.6841827269684071,A
7,ELA,E07LA1L02,-0.26118890568951353,A
7,ELA,E07LA1M05,-0.23327363024238398,A
7,ELA,E07LA1MSAMPLE,0.9374449013754178,A
7,ELA,E07LA2H10,0.07511507199280096,A
7,ELA,E07LA5H10,1.269086311577325,B
7,ELA,E07RI1H09,-0.44336572549919623,A
7,ELA,E07RI1H10,-0.34764782102646247,A
7,ELA,E07RI1H11,-0.29914349674709695,A
7,ELA,E07RI1H12,0.2704181994224366,A
7,ELA,E07RI1L02,-0.7963677808526708,A
7,ELA,E07RI1M06,0.21212164947296944,A
7,ELA,E07RI2M06,1.0964000398407847,B
7,ELA,E07RI3H10,-0.6227152538167088,A
7,ELA,E07RI3H11,0.8164324375185452,A
7,ELA,E07RI3LSAMPLE,-0.45921581686218677,A
7,ELA,E07RI5H10,0.014628381220563848,A
7,ELA,E07RI5M06,-1.3747094215312836,B
7,ELA,E07RI6H10,-0.0744380006748857,A
7,ELA,E07RI6H11,0.33442042342922523,A
7,ELA,E07RL1H09,0.3054812349301869,A
7,ELA,E07RL1H10,-0.13665157715030957,A
7,ELA,E07RL1H11,0.33521170340084216,A
7,ELA,E07RL2M07,0.03175581608257512,A
7,ELA,E07RL2M08,0.06941258584119324,A
7,ELA,E07RL3M08,0.26049200405723827,A
7,ELA,E07RL4M05,-0.46803800012104846,A
7,ELA,E07RL4M06,-0.0656826557554077,A
7,ELA,E07RL6H10,-0.5242232754560007,A
7,ELA,E07RL6H11,-0.36914992850360995,A
7,ELA,E07RL6L04,0.22249515820801638,A
7,ELA,E07RL6M06,-1.1632267955590867,B
7,ELA,E07RL9H10,0.4681749896750979,A
7,ELA,E07RL9M05,0.16967951988050148,A
7,ELA,E07WR1H09,0.37282446421271664,A
7,ELA,E07WR1M08,-2.0430511480298734,C
7,ELA,E07WR3H09,-0.07135008560566244,A
7,ELA,E07WR3HSAMPLE,0.10578795795924457,A
7,ELA,E07WR3M05,0.21150184965421834,A
7,ELA,E07WR3M06,-0.5265511342514118,A
7,ELA,E07WR4H10,0.32109984596728197,A
7,ELA,E07WR4HSAMPLE,-1.0387495197539327,B
7,ELA,E07WR4L03,-0.16785007000471452,A
7,ELA,E07WR4M06,-0.09774876049651852,A
7,ELA,E07WR4M08,0.08980103686864202,A
7,ELA,E07WR5H10,0.13618630124057235,A
7,ELA,E07WR5H12,0.22942881867193807,A
7,ELA,E07WR5L01,-0.6407830463617755,A
7,ELA,E07WR5M05,0.4133400825165833,A
7,Math,M07EXE1.1_M05,0.17617169057464002,A
7,Math,M07EXE1.1_M07,-0.16828409848059742,A
7,Math,M07EXE2.3_H10,0.5874300593721968,A
7,Math,M07EXE2.3_M07,0.419259815264308,A
7,Math,M07EXE2.3_M08,-0.21121529322024718,A
7,Math,M07GEO1.1_H09,-0.7901454076347397,A
7,Math,M07GEO1.1_H10,0.06840779017566423,A
7,Math,M07GEO1.1_H11,-0.7652997094850397,A
7,Math,M07GEO1.1_H12,-0.9105504560229222,A
7,Math,M07GEO1.1_M06,-0.5844067701576112,A
7,Math,M07GEO1.1_M08,-0.13499934644850214,A
7,Math,M07GEO1.1_SAMPLE,-0.4568854773435914,A
7,Math,M07GEO1.2_M07,-1.6228988008164855,C
7,Math,M07GEO2.4_M06,0.19355984411339458,A
7,Math,M07RPR1.1_H12,-0.3607692910261275,A
7,Math,M07RPR1.1_L03,-0.1709555985263721,A
7,Math,M07RPR1.1_M06,0.24598753522488634,A
7,Math,M07RPR1.1_M07,0.4983175815338211,A
7,Math,M07RPR1.2CH10,-0.12613897511031813,A
7,Math,M07STP1.2_H11,0.1827999633223588,A
7,Math,M07STP1.2_M05,-0.8718449950246981,A
7,Math,M07STP1.2_M06,0.4592515713834899,A
7,Math,M07STP2.3_M06,0.13471030353625355,A
7,Math,M07STP2.4_H11,0.336344839008643,A
7,Math,M07STP3.7AH10,-0.7565014417244473,A
7,Math,M07STP3.7AM06,-0.8811848376863428,A
7,Math,M07STP3.7BM08,-1.1148924021203916,B
7,Math,M07TNS1.1AL01,0.7418793162233812,A
7,Math,M07TNS1.1AM05,-0.1327031940858581,A
7,Math,M07TNS1.1AM06,0.7481999480106917,A
7,Math,M07TNS1.1BH12,0.3488321590021125,A
7,Math,M07TNS1.1BL02,0.4024440029450089,A
7,Math,M07TNS1.1BM06,0.30403445513708194,A
7,Math,M07TNS1.1DH12,-0.035492967969139956,A
