grade_for_match,content,item,delta,grades
11,ELA,E11WR4L04,-0.8121597650340374,A
11,ELA,E11WR4M05,-2.5513970540115043,C
11,ELA,E11WR4M06,-0.27674920692967436,A
11,ELA,E11WR4M07,-1.8628666178802424,C
11,ELA,E11WR5H09,-0.6636222458721546,A
11,ELA,E11WR5H10,0.17409924487145723,A
11,ELA,E11WR5H11,0.8014271931563605,A
11,ELA,E11WR5H12,0.5774508303710997,A
8,ELA,E08LA1H10,0.06525871624254581,A
8,ELA,E08LA1L04,0.3401563522903516,A
8,ELA,E08LA2H09,-0.8888946377764494,A
8,ELA,E08LA3H10,0.5200113251609532,A
8,ELA,E08LA3L01,0.4964985925240226,A
8,ELA,E08LA4H10,0.6650567321109535,A
8,ELA,E08LA4H12,0.1440261091108662,A
8,ELA,E08RI1H10,-0.062327620912388186,A
8,ELA,E08RI1M06,-0.4557177646857375,A
8,ELA,E08RI2HSAMPLE,-1.2513468166044763,B
8,ELA,E08RI3H10,1.1649753645266663,B
8,ELA,E08RI3H12,0.3784465788083461,A
8,ELA,E08RI3L03,1.070710214190535,B
8,ELA,E08RI3M07,0.6097421077579323,A
8,ELA,E08RI4M05,-0.09433574475544396,A
8,ELA,E08RI6H10,-0.4673601981806398,A
8,ELA,E08RI6H11,-0.6034868924449796,A
8,ELA,E08RI8H10,0.4082445326150621,A
8,ELA,E08RI8H12,-0.1659649923576805,A
8,ELA,E08RI8MSAMPLE,1.1817776248094614,B
8,ELA,E08RI9H10,1.46090666802897,B
8,ELA,E08RL1H09,-0.26150854960868347,A
8,ELA,E08RL1H11,-1.5132968079458526,C
8,ELA,E08RL1H12,0.5290615165121901,A
8,ELA,E08RL2L01,-0.9598601591944053,A
8,ELA,E08RL3HSAMPLE,-0.6258008809887049,A
8,ELA,E08RL4H09,0.01755478558252286,A
8,ELA,E08RL4H12,0.41095466294781646,A
8,ELA,E08RL4M08,-0.5139980408043467,A
8,ELA,E08RL6H09,0.8014119425744481,A
8,ELA,E08RL6H10,0.9341989566558443,A
8,ELA,E08RL6L02,0.6611053532707505,A
8,ELA,E08RL6M07,0.04395699504847754,A
8,ELA,E08WR1M07,-0.7367954898099591,A
8,ELA,E08WR2L02,-0.7323879300237776,A
8,ELA,E08WR2M08,0.748001711506759,A
8,ELA,E08WR3M08,1.0010233715644559,B
8,ELA,E08WR4H09,-1.227428102373952,B
8,ELA,E08WR4H12,-1.330145471726615,B
8,ELA,E08WR4L01,-1.0489831184827478,B
8,ELA,E08WR4L02,-1.4660219619001436,B
8,ELA,E08WR4M07,-0.40603072293614473,A
8,ELA,E08WR4M08,-1.610834732240063,C
8,ELA,E08WR5H10,-0.21229223442270653,A
8,ELA,E08WR5M07,0.19521602024925624,A
8,ELA,E08WR9H09,0.25870990041211056,A
8,ELA,E08WR9H10,1.5011366563817954,C
8,ELA,E08WR9M05,0.4446527864586081,A
7,ELA,E07LA1L02,0.6550205837287375,A
7,ELA,E07LA1M05,0.02590168941415086,A
7,ELA,E07LA2H09,-0.6345714578789561,A
7,ELA,E07LA2HSAMPLE,-0.8434419966492874,A
7,ELA,E07LA5H10,1.1603040554950668,B
7,ELA,E07RI1H09,-0.12166514074698409,A
7,ELA,E07RI1H10,-0.40849377038260704,A
7,ELA,E07RI1H11,1.17693662140557,B
7,ELA,E07RI1H12,-0.2713840193280782,A
7,ELA,E07RI1L02,0.5066839708424562,A
7,ELA,E07RI1M06,0.5083865485853029,A
7,ELA,E07RI2HSAMPLE,0.22333205722684588,A
7,ELA,E07RI3H09,-0.8179110974806494,A
7,ELA,E07RI3H10,0.5817221666828382,A
7,ELA,E07RI3LSAMPLE,1.0193960259200159,B
7,ELA,E07RI5H10,-0.21126844380389823,A
7,ELA,E07RI5H11,0.4643357515478725,A
7,ELA,E07RI5H12,0.3992445889177823,A
7,ELA,E07RI5M06,-0.40983320263724704,A
7,ELA,E07RL1H09,-0.332696019381872,A
7,ELA,E07RL1H10,-0.45670813734528015,A
7,ELA,E07RL1H11,-0.01340264080138494,A
7,ELA,E07RL2H09,-0.3666323132186511,A
7,ELA,E07RL2H10,-0.11072929656698971,A
7,ELA,E07RL3H12,1.3311945061348498,B
7,ELA,E07RL4H12,0.05829485931382044,A
7,ELA,E07RL4M06,1.0600773641733634,B
7,ELA,E07RL6H10,-0.31038145508171966,A
7,ELA,E07RL6H11,-0.15332138336572151,A
7,ELA,E07RL6L04,-0.7358848009881404,A
7,ELA,E07RL6M06,-0.23683306982512628,A
7,ELA,E07RL9H10,-0.08696515322637254,A
7,ELA,E07RL9M05,-0.5459037233655413,A
7,ELA,E07WR1H09,0.30741704442920764,A
7,ELA,E07WR1M08,0.021702164860201392,A
7,ELA,E07WR3H11,0.31070816584314803,A
7,ELA,E07WR3H12,1.6397151909406944,C
7,ELA,E07WR3HSAMPLE,-0.146519837212301,A
7,ELA,E07WR4H10,-0.35650267730439134,A
7,ELA,E07WR4H12,-0.23203173683115305,A
7,ELA,E07WR4L01,-0.7091683948850916,A
7,ELA,E07WR4L03,-0.13166854016148638,A
7,ELA,E07WR4M06,0.05247447532543708,A
7,ELA,E07WR4M08,-0.8019927329268438,A
7,ELA,E07WR5H10,-0.4620709769611887,A
7,ELA,E07WR5H12,-1.2176156842599297,B
7,ELA,E07WR5M06,1.59837412059383,C
7,ELA,E07WR9L01,1.1286979118834595,B
6,ELA,E06LA1H10,-0.1417664346509356,A
6,ELA,E06LA1H11,0.7885952391043971,A
6,ELA,E06LA1M05,-0.01934242202395065,A
6,ELA,E06LA4H12,0.08634763225681887,A
6,ELA,E06LA4M06,0.00759349192474003,A
6,ELA,E06RI1H09,-0.6293946126927409,A
6,ELA,E06RI1H12,-0.39345630722239033,A
6,ELA,E06RI1L01,1.069551531765433,B
6,ELA,E06RI2H13,-0.09567000007512048,A
6,ELA,E06RI2HSAMPLE,0.1838111111702618,A
6,ELA,E06RI4H11,-0.7835470789948851,A
6,ELA,E06RI4M07,0.5981364522077156,A
6,ELA,E06RI5H11,-0.3290201786433356,A
6,ELA,E06RI5H12,0.3559642034230565,A
6,ELA,E06RI5HSAMPLE,0.25468081029306255,A
6,ELA,E06RI6H10,0.0025845002785652555,A
6,ELA,E06RI8H09,0.12191850304527216,A
6,ELA,E06RI8L01,0.38721805319196706,A
6,ELA,E06RI8MSAMPLE,-0.16592960372196056,A
6,ELA,E06RL1H09,-1.8329472064534715,C
6,ELA,E06RL1H10,-0.27952297419108896,A
6,ELA,E06RL1M05,-0.07728640901631027,A
6,ELA,E06RL2H10,-0.6611622513434915,A
6,ELA,E06RL2H12,-0.07207776166051656,A
6,ELA,E06RL3H11,1.8560993057443798,C
6,ELA,E06RL3L01,0.16230514935884197,A
6,ELA,E06RL4H09,0.004276940913415385,A
6,ELA,E06RL4H10,0.49526878632667243,A
6,ELA,E06RL4H12,-0.23750405061588864,A
6,ELA,E06RL6H09,-0.28768479624886645,A
6,ELA,E06RL6H10,-0.5351194632887527,A
6,ELA,E06RL6L01,0.37853299505910837,A
6,ELA,E06RL6M06,-0.04693915967323583,A
6,ELA,E06WR1M05,-0.10771552610825966,A
6,ELA,E06WR1M07,1.107763940175245,B
6,ELA,E06WR2H12,-1.2075281128400592,B
6,ELA,E06WR2M06,0.4669411467403842,A
6,ELA,E06WR4H09,-0.004926218502912333,A
6,ELA,E06WR4H13,-0.11202742083905728,A
6,ELA,E06WR4HSAMPLE,-0.6233362675204813,A
6,ELA,E06WR4L01,-0.3270908939438887,A
6,ELA,E06WR4L03,0.13937949225006874,A
6,ELA,E06WR4M07,0.6867333205032659,A
6,ELA,E06WR4M08,0.9322382483204601,A
6,ELA,E06WR5H10,-1.0710101026048002,B
6,ELA,E06WR9H11,-0.06913016342626474,A
6,ELA,E06WR9H12,0.42272784625362,A
6,ELA,E06WR9M05,0.7893574487732988,A
5,ELA,E05LA1MSAMPLE,-0.3939938077027607,A
5,ELA,E05LA2LSAMPLE,-1.032417695332116,B
5,ELA,E05LA4H10,-0.5812055724935903,A
5,ELA,E05LA4H11,0.4139743734734516,A
5,ELA,E05LA5MSAMPLE,1.0246033836739312,B
5,ELA,E05RF3L01,0.04740540314019497,A
5,ELA,E05RF3M05,0.9675566233194408,A
5,ELA,E05RF3M08,-0.16023472169808814,A
5,ELA,E05RF4H10,-1.0214648025350732,B
5,ELA,E05RF4M05,1.0876405206283664,B
5,ELA,E05RI1H11,-0.18299227781982416,A
5,ELA,E05RI1H12,0.1063799525666463,A
5,ELA,E05RI1L03,-0.015458225113318791,A
5,ELA,E05RI1M05,-0.07532709431793674,A
5,ELA,E05RI2H11,0.2010580787261019,A
5,ELA,E05RI2HSAMPLE,-0.37664863182094427,A
5,ELA,E05RI2M07,-0.12368245380765348,A
5,ELA,E05RI3M07,0.5972688134624731,A
5,ELA,E05RI4H09,0.126398439746205,A
5,ELA,E05RI6H10,-0.09657757421859121,A
5,ELA,E05RI9H09,0.7525525434583443,A
5,ELA,E05RI9H10,-0.1968715435447003,A
5,ELA,E05RL1H09,1.1767407337067886,B
5,ELA,E05RL1H10,-0.32529653842579254,A
5,ELA,E05RL2H10,0.47476927316210693,A
5,ELA,E05RL2H11,-0.2203138461677773,A
5,ELA,E05RL2H12,0.2666113927359293,A
5,ELA,E05RL3H10,1.083029222186266,B
5,ELA,E05RL4H11,0.26605267880658445,A
5,ELA,E05RL6H09,-1.2554895942363662,B
5,ELA,E05RL6H10,0.14270987068922383,A
5,ELA,E05RL7L01,1.337357973668519,B
5,ELA,E05RL7L02,0.059827792260024146,A
5,ELA,E05WR2H12,1.2094040258584537,B
5,ELA,E05WR2L01,0.19285095231452085,A
5,ELA,E05WR3H10,-1.1901810944947482,B
5,ELA,E05WR4H09,-0.19972975335598464,A
5,ELA,E05WR4H12,-0.3203444497856561,A
5,ELA,E05WR4H14,-0.23928768785967466,A
5,ELA,E05WR4L01,0.21088544258131145,A
5,ELA,E05WR4L04,-0.232079583903313,A
5,ELA,E05WR4M05,-0.49912607896825206,A
5,ELA,E05WR4M06,-0.1534825202906329,A
5,ELA,E05WR4M08,-0.8912967305240792,A
5,ELA,E05WR5H09,-0.8163417766676297,A
5,ELA,E05WR5HSAMPLE,-0.03509009555504424,A
5,ELA,E05WR9H11,0.12569335475280163,A
5,ELA,E05WR9M05,-0.8629668480653312,A
3,ELA,E03LA1H10,-0.2712157780568491,A
3,ELA,E03LA1H11,0.12204636741797141,A
3,ELA,E03LA1H12,-0.3805016014120651,A
3,ELA,E03LA3M06,0.44720239178375537,A
3,ELA,E03LA4H09,1.3054649266148801,B
3,ELA,E03LA5M06,0.845319595758557,A
3,ELA,E03RF4H10,0.8346090993594808,A
3,ELA,E03RF4H12,-0.21407337958937228,A
3,ELA,E03RF4L01,-0.577714010979972,A
3,ELA,E03RI1H09,0.2838856941290335,A
3,ELA,E03RI1H12,0.3632215448860679,A
3,ELA,E03RI2H11,0.26076060098503173,A
3,ELA,E03RI2H14,0.6275765183252472,A
3,ELA,E03RI2L03,-0.288123437274254,A
3,ELA,E03RI3H11,-0.027141344785462013,A
3,ELA,E03RI4H09,0.6418856934264598,A
3,ELA,E03RI4H12,-0.6966886293920068,A
3,ELA,E03RI4M06,0.03814801379775155,A
3,ELA,E03RI5H10,-0.08718229042290596,A
3,ELA,E03RI5H11,-0.4231882881143122,A
3,ELA,E03RI6H11,0.006769905384930813,A
3,ELA,E03RI9H10,0.1836561041295308,A
3,ELA,E03RL1H10,0.21365986783075472,A
3,ELA,E03RL1L02,-0.30536496527202606,A
3,ELA,E03RL1M06,-0.44881699523935775,A
3,ELA,E03RL2M07,0.23949858954891323,A
3,ELA,E03RL2M08,0.4127214574942119,A
3,ELA,E03RL2MSAMPLE,0.23517853248698936,A
3,ELA,E03RL3H11,0.41135370168809776,A
3,ELA,E03RL4H11,0.6643132297401644,A
3,ELA,E03RL4M05,0.5667674319491041,A
3,ELA,E03RL6H09,-0.0706641844735919,A
3,ELA,E03RL7L03,0.5180655874186691,A
3,ELA,E03WR1H10,-0.3769358075728592,A
3,ELA,E03WR1HSAMPLE,0.5838240610843745,A
3,ELA,E03WR2H12,-0.6736394135842423,A
3,ELA,E03WR2M08,0.47750394106074767,A
3,ELA,E03WR3L01,-0.0653602964651756,A
3,ELA,E03WR4H09,-0.4997596572519643,A
3,ELA,E03WR4H10,-0.8882539421695619,A
3,ELA,E03WR4H13,-0.47398522803134724,A
3,ELA,E03WR4HSAMPLE,-1.194093518667123,B
3,ELA,E03WR4L02,-1.0545404319907175,B
3,ELA,E03WR4L03,-1.5767907183718153,C
3,ELA,E03WR4M06,-0.6659665126737389,A
3,ELA,E03WR4M07,-1.25281811184372,B
3,ELA,E03WR5H10,-0.3328285941168167,A
3,ELA,E03WR5M06,-0.15403149680484846,A
4,ELA,E04LA1H10,0.3795030754686146,A
4,ELA,E04LA3H12,-0.34864189275162605,A
4,ELA,E04LA3M05,-0.5287316484772342,A
4,ELA,E04LA4M05,-0.015270540437488258,A
4,ELA,E04RF3H10,-0.5251038148132314,A
4,ELA,E04RF3L01,0.21805101531966323,A
4,ELA,E04RF3L02,1.3968553347819208,B
4,ELA,E04RF4M06,-0.6416189900421382,A
4,ELA,E04RF4M08,-0.0034171700146970138,A
4,ELA,E04RI1H09,-0.0019192182329142325,A
4,ELA,E04RI1H10,-0.13445552371204314,A
4,ELA,E04RI1L04,0.7606944135275852,A
4,ELA,E04RI2H13,-0.27353797815456343,A
4,ELA,E04RI2M07,1.5927364114204947,C
4,ELA,E04RI3H11,0.537930978893174,A
4,ELA,E04RI4H11,-0.7620999656838641,A
4,ELA,E04RI6M05,-0.9109219045555343,A
4,ELA,E04RI8H11,-0.5641282532836585,A
4,ELA,E04RI9H12,0.3763384979719716,A
4,ELA,E04RI9M05,0.7948441080385209,A
4,ELA,E04RI9M08,0.7397850299738702,A
4,ELA,E04RL1H09,0.18318032599563022,A
4,ELA,E04RL1H11,0.2820832080564649,A
4,ELA,E04RL1M06,-0.299700696952277,A
4,ELA,E04RL2H11,0.14243310692007233,A
4,ELA,E04RL3H09,0.7284822567090687,A
4,ELA,E04RL3H10,0.6619003191778942,A
4,ELA,E04RL3H12,-0.11442791471011401,A
4,ELA,E04RL3L04,0.6875519433467964,A
4,ELA,E04RL6H12,0.3456300695050663,A
4,ELA,E04RL6L01,-0.13069364249428653,A
4,ELA,E04RL6M05,0.12573759442043014,A
4,ELA,E04WR3H10,0.11380092988404658,A
4,ELA,E04WR3H12,-0.09114907416784382,A
4,ELA,E04WR3M08,-0.39689422348107495,A
4,ELA,E04WR4H09,-0.7252634492825506,A
4,ELA,E04WR4H11,-1.620358986467997,C
4,ELA,E04WR4H14,-0.023156551650791727,A
4,ELA,E04WR4HSAMPLE,-0.2414163999002352,A
4,ELA,E04WR4L02,-0.0751328122359747,A
4,ELA,E04WR4L03,-0.20315758453583055,A
4,ELA,E04WR4M05,-0.11690939952065552,A
4,ELA,E04WR4M07,-0.534167018082505,A
4,ELA,E04WR4M08,-0.34193449441561136,A
4,ELA,E04WR5H09,0.07976781101506393,A
4,ELA,E04WR5M07,0.3506064842284656,A
4,ELA,E04WR9H10,-0.7628466256548666,A
4,ELA,E04WR9M08,1.884887871770044,C
11,Math,M11ALG1.1AH10,1.1565273748314362,B
11,Math,M11ALG1.1AL01,1.288769594959255,B
11,Math,M11ALG2.3_H10,0.14971761933373795,A
11,Math,M11ALG2.3_H11,0.03697677730031569,A
11,Math,M11FUN1.1AH09,0.36913977377864843,A
11,Math,M11FUN1.1ASAMPLE,-0.4461622422450687,A
11,Math,M11FUN1.2_H11,1.0882789547224505,B
11,Math,M11FUN1.2_L01,0.7262020793857176,A
11,Math,M11FUN1.2_M08,-0.5569895216173459,A
11,Math,M11FUN1.5_M08,-0.4572837839647086,A
11,Math,M11FUN2.5H10,1.192894676615256,B
11,Math,M11FUN2.6_H10,0.11167700409364907,A
11,Math,M11FUN2.6_M05,-0.7913950481639328,A
11,Math,M11FUN3.7AH09,0.5594968148598521,A
11,Math,M11FUN3.7AM05,0.5572257657064923,A
11,Math,M11FUN3.9_L01,0.667019220081934,A
11,Math,M11FUN3.9_L02,0.2540553949245217,A
11,Math,M11GCO1.1_SAMPLE,0.3484121664620486,A
11,Math,M11GCO4.13H11,-0.9421963259117685,A
11,Math,M11GCO4.13L03,-0.5170346870304752,A
11,Math,M11GCO4.13M05,0.3336524526652726,A
11,Math,M11GMG1.1_H09,0.46476147432338943,A
11,Math,M11GMG1.1_H10,0.640367764313038,A
11,Math,M11GMG1.1_M06,0.34375700219764693,A
11,Math,M11GPE2.4_H10,0.17978196836183075,A
11,Math,M11GPE2.4_SAMPLE,-0.36012187003980733,A
11,Math,M11GPE2.6_H10,-0.28621265688983083,A
11,Math,M11GPE2.6_M08,-0.9766906124847675,A
11,Math,M11GPE2.7_L02,-0.06177292700984303,A
11,Math,M11GRT2.5_H10,-0.6791330334968746,A
11,Math,M11GRT2.5_L03,-1.0592754909273865,B
11,Math,M11GRT2.5_M05,-0.05734281544146033,A
11,Math,M11NAQ1.1_H11,0.4207387110390916,A
11,Math,M11NAQ1.1_L03,-0.45937847435556384,A
11,Math,M11NAQ1.1_M05,0.6071793053136815,A
11,Math,M11NAQ1.1_M06,-0.8903254059410556,A
11,Math,M11NAQ2.4AH11,0.2438146254069542,A
11,Math,M11NAQ2.4AM06,0.1898883599288291,A
11,Math,M11STP1.1_H12,-0.23794777000487552,A
11,Math,M11STP1.1_L01,0.6024914965701409,A
11,Math,M11STP1.2_H10,-0.9360508379096044,A
11,Math,M11STP1.2_L03,-0.05413272645519352,A
11,Math,M11STP1.5_H10,0.02666701915614603,A
11,Math,M11STP1.5_L02,-1.1454907199522935,B
11,Math,M11STP1.6AH11,0.11288665454549313,A
11,Math,M11STP1.6AH12,0.9462389579378785,A
11,Math,M11STP2.6_H10,-0.31705906703492087,A
11,Math,M11STP2.6_L01,-0.9837267170708957,A
8,Math,M08EXE1.1_H12,-0.6924628088001655,A
8,Math,M08EXE1.1_M05,-0.3231996215225598,A
8,Math,M08EXE1.3_H09,-0.12335234798561223,A
8,Math,M08EXE1.4_M07,0.15899519688956026,A
8,Math,M08EXE2.5_L01,0.10003061244432754,A
8,Math,M08EXE2.5_M05,-0.3707712082478065,A
8,Math,M08EXE2.5_M06,0.5990811519716701,A
8,Math,M08EXE2.6_H11,-0.5877576789982883,A
8,Math,M08EXE2.6_L01,0.5468973178354203,A
8,Math,M08EXE2.6_M06,-0.4262491372113885,A
8,Math,M08EXE2.6_M08,0.27230800080727086,A
8,Math,M08EXE3.7AH10,0.5539620744863374,A
8,Math,M08EXE3.7AH11,0.18530790163219282,A
8,Math,M08EXE3.7ASAMPLE,-1.4670858423403816,B
8,Math,M08FUN1.1_H10,-0.29119757963219584,A
8,Math,M08FUN1.1_L03,-0.8239869933077645,A
8,Math,M08FUN1.2_L01,0.35703835507462073,A
8,Math,M08FUN2.4_H11,0.4827820747585047,A
8,Math,M08FUN2.4_M05,-1.1821721536502434,B
8,Math,M08FUN2.4_SAMPLE,-0.0032446389523534767,A
8,Math,M08FUN2.5_H10,-0.03157381640234624,A
8,Math,M08FUN2.5_L02,0.6340107966802292,A
8,Math,M08FUN2.5_M07,0.07690464185184133,A
8,Math,M08GEO1.2_L01,0.20148634631408988,A
8,Math,M08GEO1.2_M08,-0.641178760550417,A
8,Math,M08GEO1.4_H12,-0.2714425131363721,A
8,Math,M08GEO1.4_L04,0.273288131862602,A
8,Math,M08GEO2.6_H09,-0.7608473133768138,A
8,Math,M08GEO2.6_L02,-0.5539742084374439,A
8,Math,M08GEO2.6_M06,0.1301934867717495,A
8,Math,M08GEO3.9_H09,-0.936576388979608,A
8,Math,M08GEO3.9_H10,-0.6150364132999355,A
8,Math,M08STP1.1_H12,-0.7402740766610502,A
8,Math,M08STP1.3_H09,0.511579754971661,A
8,Math,M08STP1.3_H12,0.46402450146536456,A
8,Math,M08STP1.3_L02,0.493147599418921,A
8,Math,M08STP1.3_M05,0.04351431916995436,A
8,Math,M08STP1.4_H10,0.24017126252163526,A
8,Math,M08STP1.4_H11,0.0398914606381759,A
8,Math,M08STP1.4_M07,0.8016718163978638,A
8,Math,M08STP1.4_SAMPLE,0.22569405513451524,A
8,Math,M08TNS1.1_H10,0.051661121145275796,A
8,Math,M08TNS1.1_H12,0.6519442753943389,A
8,Math,M08TNS1.1_L02,0.17869975059120857,A
8,Math,M08TNS1.1_L04,-0.43028111130264485,A
8,Math,M08TNS1.2_L03,0.5272302753286356,A
8,Math,M08TNS1.2_M07,-0.08004773408296822,A
8,Math,M08TNS1.2_SAMPLE,-1.5053924031509476,C
7,Math,M07EXE1.1_H12,0.4750577812017611,A
7,Math,M07EXE2.3_H12,-0.5130418978966402,A
7,Math,M07EXE2.3_L03,0.10930548139075727,A
7,Math,M07EXE2.3_M07,-0.39809518525582027,A
7,Math,M07GEO1.1_H09,0.11474862934547742,A
7,Math,M07GEO1.1_H10,0.3917771339908838,A
7,Math,M07GEO1.1_H11,0.1341729737071553,A
7,Math,M07GEO1.1_L01,-0.28459696280823316,A
7,Math,M07GEO1.1_M05,0.46504947051314915,A
7,Math,M07GEO1.1_M06,-0.1886063650710281,A
7,Math,M07GEO1.1_M08,1.2108815048238135,B
7,Math,M07GEO1.2_H10,-0.101590610838039,A
7,Math,M07GEO1.2_M05,0.5803627602725426,A
7,Math,M07GEO2.4_H11,-0.13616251909531044,A
7,Math,M07RPR1.1_H10,0.08668692949450557,A
7,Math,M07RPR1.1_H12,-0.8505291179181727,A
7,Math,M07RPR1.1_L04,0.46092818695131343,A
7,Math,M07RPR1.1_M06,0.08016612779838085,A
7,Math,M07RPR1.1_M07,-0.08266641216502219,A
7,Math,M07STP1.2_H10,0.7654533459814825,A
7,Math,M07STP1.2_L01,0.48703024624841296,A
7,Math,M07STP1.2_M06,1.1710607527000796,B
7,Math,M07STP2.3_H11,-0.10827582291796368,A
7,Math,M07STP2.4_H11,-0.12118382183758569,A
7,Math,M07STP3.5_L04,0.5563268840689849,A
7,Math,M07STP3.7AM06,-0.5152571701558651,A
7,Math,M07STP3.7BH09,-0.6182664332366226,A
7,Math,M07TNS1.1AL01,1.0300756095831596,B
7,Math,M07TNS1.1AM05,-0.11806506229282707,A
7,Math,M07TNS1.1AM06,-0.5316914624982695,A
7,Math,M07TNS1.1BL01,-0.17724858584412856,A
7,Math,M07TNS1.1BM06,-0.007519378674751458,A
7,Math,M07TNS1.1DH11,0.8868260532070295,A
7,Math,M07TNS1.1DH13,-0.199523690277748,A
7,Math,M07TNS1.1DH14,0.21276026836171066,A
7,Math,M07TNS1.1DH15,-0.5791271427989975,A
7,Math,M07TNS1.1DL03,-0.4684808058761648,A
7,Math,M07TNS1.2AH09,0.10053111556957009,A
7,Math,M07TNS1.2AH11,0.3292673612075732,A
7,Math,M07TNS1.2AM07,0.019218264450841453,A
7,Math,M07TNS1.2AM08,0.7204156160092021,A
7,Math,M07TNS1.2CH13,-0.8656587161750133,A
7,Math,M07TNS1.2CH14,-0.11444712051290605,A
7,Math,M07TNS1.2CH15,-0.20353072161128163,A
7,Math,M07TNS1.2DH09,0.06204868912787793,A
7,Math,M07TNS1.2DH11,-0.7315633456817096,A
7,Math,M07TNS1.2DM06,-0.2031235775037636,A
7,Math,M07TNS1.2DM07,-0.2655005230901983,A
6,Math,M06EXE1.1_H10,-0.2709201628807214,A
6,Math,M06EXE1.1_L01,-0.0687023865104392,A
6,Math,M06EXE1.1_M06,-0.12825104531409676,A
6,Math,M06EXE1.3_H12,0.5636402193118848,A
6,Math,M06EXE2.5_L01,-0.08987829231297732,A
6,Math,M06EXE2.5_SAMPLE,-0.7832004777335846,A
6,Math,M06EXE2.7_H09,-0.617745437247265,A
6,Math,M06EXE2.7_M05,0.19918899566645282,A
6,Math,M06EXE2.8_H09,-0.14021207724835535,A
6,Math,M06EXE2.8_M06,-0.7496858334987399,A
6,Math,M06EXE3.9_SAMPLE,-0.6001286332870823,A
6,Math,M06GEO1.1_L01,0.16281494608685584,A
6,Math,M06GEO1.1_L04,1.3946866405211098,B
6,Math,M06GEO1.1_M05,-0.14883426217619658,A
6,Math,M06GEO1.1_M07,-0.8119183370860027,A
6,Math,M06GEO1.2_H09,0.16633221528351988,A
6,Math,M06GEO1.3_H11,-0.1531154164018268,A
6,Math,M06RPR1.1_H09,0.10433476732513047,A
6,Math,M06RPR1.1_L04,-0.8632175717510406,A
6,Math,M06RPR1.1_M05,-0.35731360122694505,A
6,Math,M06RPR1.2_H11,-0.37312069129386916,A
6,Math,M06RPR1.2_H12,0.9773744892362758,A
6,Math,M06RPR1.3ASAMPLE,1.0813641401840481,B
6,Math,M06STP1.2_H09,-0.31206658690927047,A
6,Math,M06STP1.3_H10,1.0389745758396085,B
6,Math,M06STP2.5_L02,1.1307766686940568,B
6,Math,M06STP2.5_M05,-1.3206229202419826,B
6,Math,M06STP2.5_M06,0.055950679710570515,A
6,Math,M06STP2.5BH10,-0.1259731655040476,A
6,Math,M06STP2.5BH11,0.535698440487932,A
6,Math,M06STP2.5BL04,-0.01012585618493475,A
6,Math,M06STP2.5BM05,-0.1463805379634232,A
6,Math,M06STP2.5CL02,0.02377398855692467,A
6,Math,M06TNS1.1_H09,0.15102636515022108,A
6,Math,M06TNS1.1_H12,0.48030256031101476,A
6,Math,M06TNS1.1_L01,0.10122146213590595,A
6,Math,M06TNS1.1_L02,0.544174786424083,A
6,Math,M06TNS1.1_M05,-0.18077484504030603,A
6,Math,M06TNS1.1_M07,0.21481751571326882,A
6,Math,M06TNS2.2_H09,-0.3115923786756444,A
6,Math,M06TNS2.2_L02,0.43669879663659267,A
6,Math,M06TNS2.4_L02,0.5169390678931948,A
